,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
122,2,10:06.0,,Turnover by D. Musa (bad pass),44,35
123,2,9:52.0,J. Johnson misses 2-pt layup from 4 ft,,44,35
124,2,9:51.0,,Defensive rebound by D. Jordan,44,35
125,2,9:33.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by D. Jordan),44,38
126,2,9:21.0,Shooting foul by C. LeVert (drawn by G. Dragić),,44,38
127,2,9:21.0,G. Dragić makes free throw 1 of 2,,45,38
128,2,9:21.0,G. Dragić misses free throw 2 of 2,,45,38
129,2,9:19.0,,Defensive rebound by D. Jordan,45,38
130,2,9:09.0,,Offensive foul by J. Harris (drawn by G. Dragić),45,38
131,2,9:09.0,,Turnover by J. Harris (offensive foul),45,38
132,2,9:09.0,D. Robinson enters the game for D. Jones,,45,38
133,2,8:56.0,G. Dragić misses 3-pt jump shot from 26 ft,,45,38
134,2,8:52.0,Offensive rebound by J. Johnson,,45,38
135,2,8:51.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,48,38
136,2,8:24.0,,J. Harris misses 2-pt layup from 2 ft,48,38
137,2,8:22.0,Defensive rebound by M. Leonard,,48,38
138,2,8:16.0,G. Dragić misses 3-pt jump shot from 26 ft,,48,38
139,2,8:13.0,,Defensive rebound by D. Jordan,48,38
140,2,8:08.0,,J. Anderson misses 3-pt jump shot from 25 ft,48,38
141,2,8:04.0,Defensive rebound by T. Herro,,48,38
142,2,7:56.0,T. Herro misses 2-pt layup from 3 ft,,48,38
143,2,7:55.0,,Defensive rebound by D. Jordan,48,38
144,2,7:53.0,,Brooklyn full timeout,48,38
145,2,7:53.0,D. Jones enters the game for D. Robinson,,48,38
146,2,7:53.0,,Instant Replay (Request: Ruling Stands),48,38
147,2,7:53.0,B. Adebayo enters the game for J. Johnson,,48,38
148,2,7:53.0,D. Robinson enters the game for D. Jones,,48,38
149,2,7:53.0,,J. Allen enters the game for J. Anderson,48,38
150,2,7:53.0,,S. Dinwiddie enters the game for D. Jordan,48,38
151,2,7:53.0,,T. Prince enters the game for C. LeVert,48,38
152,2,7:43.0,,Personal foul by T. Herro (drawn by J. Allen),48,38
153,2,7:43.0,J. Butler enters the game for M. Leonard,,48,38
154,2,7:33.0,,S. Dinwiddie makes 2-pt layup from 3 ft,48,40
155,2,7:13.0,T. Herro makes 2-pt jump shot from 7 ft (assist by B. Adebayo),,50,40
156,2,7:13.0,,R. Kurucs enters the game for D. Musa,50,40
157,2,7:00.0,,S. Dinwiddie makes 2-pt layup from 3 ft,50,42
158,2,7:00.0,Violation by Team (def goaltending),,50,42
159,2,6:42.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),,52,42
160,2,6:27.0,,J. Allen makes 2-pt dunk from 1 ft (assist by T. Prince),52,44
161,2,6:09.0,T. Herro misses 3-pt jump shot from 25 ft,,52,44
162,2,6:01.0,Offensive rebound by B. Adebayo,,52,44
163,2,6:01.0,B. Adebayo makes 2-pt layup at rim,,54,44
164,2,5:53.0,,S. Dinwiddie makes 2-pt layup from 2 ft,54,46
165,2,5:53.0,,Shooting foul by D. Robinson (drawn by S. Dinwiddie),54,46
166,2,5:53.0,K. Nunn enters the game for G. Dragić,,54,46
167,2,5:53.0,,S. Dinwiddie misses free throw 1 of 1,54,46
168,2,5:50.0,Defensive rebound by T. Herro,,54,46
169,2,5:37.0,D. Robinson misses 3-pt jump shot from 26 ft,,54,46
170,2,5:35.0,,Defensive rebound by J. Harris,54,46
171,2,5:27.0,,R. Kurucs misses 3-pt jump shot from 23 ft,54,46
172,2,5:24.0,Defensive rebound by J. Butler,,54,46
173,2,5:18.0,D. Robinson makes 2-pt layup from 2 ft (assist by B. Adebayo),,56,46
174,2,5:05.0,,T. Prince misses 3-pt jump shot from 23 ft,56,46
175,2,5:01.0,Defensive rebound by B. Adebayo,,56,46
176,2,4:50.0,Turnover by K. Nunn (bad pass; steal by R. Kurucs),,56,46
177,2,4:44.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,56,46
178,2,4:40.0,Defensive rebound by T. Herro,,56,46
179,2,4:30.0,J. Butler misses 2-pt layup from 2 ft (block by J. Allen),,56,46
180,2,4:28.0,,Defensive rebound by J. Allen,56,46
181,2,4:24.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,56,46
182,2,4:22.0,,Offensive rebound by S. Dinwiddie,56,46
183,2,4:13.0,,S. Dinwiddie makes 2-pt jump shot from 5 ft,56,48
184,2,4:06.0,Miami full timeout,,56,48
185,2,4:06.0,,C. LeVert enters the game for J. Harris,56,48
186,2,3:48.0,B. Adebayo misses 2-pt layup from 2 ft,,56,48
187,2,3:46.0,,Defensive rebound by T. Prince,56,48
188,2,3:33.0,,T. Prince makes 2-pt jump shot from 2 ft,56,50
189,2,3:21.0,J. Butler makes 2-pt layup from 3 ft,,58,50
190,2,3:12.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),58,52
191,2,2:59.0,K. Nunn makes 2-pt layup from 2 ft (assist by B. Adebayo),,60,52
192,2,2:47.0,,Shooting foul by K. Nunn (drawn by S. Dinwiddie),60,52
193,2,2:47.0,,S. Dinwiddie misses free throw 1 of 2,60,52
194,2,2:47.0,,Offensive rebound by Team,60,52
195,2,2:47.0,G. Dragić enters the game for T. Herro,,60,52
196,2,2:47.0,,S. Dinwiddie misses free throw 2 of 2,60,52
197,2,2:44.0,,Offensive rebound by J. Allen,60,52
198,2,2:42.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),60,55
199,2,2:30.0,Shooting foul by R. Kurucs (drawn by J. Butler),,60,55
200,2,2:30.0,J. Butler makes free throw 1 of 2,,61,55
201,2,2:30.0,J. Butler makes free throw 2 of 2,,62,55
202,2,2:19.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Adebayo),62,55
203,2,2:15.0,K. Nunn misses 2-pt layup from 5 ft (block by S. Dinwiddie),,62,55
204,2,2:11.0,Offensive rebound by D. Robinson,,62,55
205,2,1:56.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by K. Nunn),,65,55
206,2,1:42.0,,Turnover by T. Prince (bad pass),65,55
207,2,1:30.0,G. Dragić misses 2-pt jump shot from 17 ft,,65,55
208,2,1:26.0,,Defensive rebound by R. Kurucs,65,55
209,2,1:12.0,,Personal foul by K. Nunn (drawn by T. Prince),65,55
210,2,1:03.0,,T. Prince misses 3-pt jump shot from 24 ft,65,55
211,2,0:59.0,,Offensive rebound by R. Kurucs,65,55
212,2,0:58.0,,C. LeVert misses 3-pt jump shot from 27 ft,65,55
213,2,0:55.0,Defensive rebound by G. Dragić,,65,55
214,2,0:47.0,B. Adebayo makes 2-pt hook shot from 3 ft (assist by G. Dragić),,67,55
215,2,0:31.0,,S. Dinwiddie makes 2-pt layup from 2 ft,67,57
216,2,0:08.0,Shooting foul by R. Kurucs (drawn by J. Butler),,67,57
217,2,0:08.0,J. Butler makes free throw 1 of 2,,68,57
218,2,0:08.0,J. Johnson enters the game for K. Nunn,,68,57
219,2,0:08.0,D. Jones enters the game for D. Robinson,,68,57
220,2,0:08.0,,J. Harris enters the game for R. Kurucs,68,57
221,2,0:08.0,J. Butler makes free throw 2 of 2,,69,57
222,2,0:00.0,,S. Dinwiddie misses 2-pt layup from 3 ft (block by B. Adebayo),69,57
223,2,0:00.0,,Offensive rebound by Team,69,57
224,3,11:41.0,,T. Prince makes 2-pt jump shot from 6 ft (assist by J. Harris),69,59
225,3,11:14.0,J. Butler makes 2-pt jump shot from 22 ft (assist by M. Leonard),,71,59
226,3,10:49.0,,J. Harris makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),71,61
227,3,10:27.0,K. Nunn makes 2-pt jump shot from 18 ft (assist by B. Adebayo),,73,61
228,3,10:14.0,,T. Prince misses 3-pt jump shot from 26 ft,73,61
229,3,10:12.0,Defensive rebound by J. Butler,,73,61
230,3,10:03.0,Turnover by M. Leonard (bad pass; steal by S. Dinwiddie),,73,61
231,3,9:56.0,,S. Dinwiddie makes 2-pt layup from 2 ft,73,63
232,3,9:41.0,D. Robinson misses 3-pt jump shot from 26 ft,,73,63
233,3,9:38.0,,Defensive rebound by J. Allen,73,63
234,3,9:30.0,,S. Dinwiddie makes 2-pt jump shot from 6 ft,73,65
235,3,9:12.0,K. Nunn misses 3-pt jump shot from 26 ft,,73,65
236,3,9:09.0,,Defensive rebound by J. Allen,73,65
237,3,9:04.0,,R. Kurucs makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),73,68
238,3,8:48.0,Personal foul by R. Kurucs (drawn by B. Adebayo),,73,68
239,3,8:44.0,Turnover by J. Butler (bad pass; steal by T. Prince),,73,68
240,3,8:41.0,,Shooting foul by D. Robinson (drawn by R. Kurucs),73,68
241,3,8:41.0,,R. Kurucs makes free throw 1 of 2,73,69
242,3,8:41.0,,R. Kurucs misses free throw 2 of 2,73,69
243,3,8:38.0,Defensive rebound by M. Leonard,,73,69
244,3,8:25.0,J. Butler makes 2-pt jump shot from 7 ft,,75,69
245,3,8:12.0,,Personal foul by D. Robinson (drawn by J. Harris),75,69
246,3,8:12.0,T. Herro enters the game for D. Robinson,,75,69
247,3,8:07.0,,J. Harris misses 3-pt jump shot from 26 ft,75,69
248,3,8:04.0,Defensive rebound by J. Butler,,75,69
249,3,7:55.0,B. Adebayo makes 2-pt layup from 2 ft,,77,69
250,3,7:41.0,,J. Allen makes 2-pt dunk from 1 ft (assist by T. Prince),77,71
251,3,7:22.0,B. Adebayo makes 2-pt jump shot from 8 ft (assist by T. Herro),,79,71
252,3,7:08.0,,J. Harris misses 2-pt jump shot from 19 ft,79,71
253,3,7:06.0,Defensive rebound by B. Adebayo,,79,71
254,3,6:58.0,K. Nunn misses 2-pt jump shot from 18 ft,,79,71
255,3,6:56.0,,Defensive rebound by J. Allen,79,71
256,3,6:48.0,,T. Prince misses 3-pt jump shot from 27 ft,79,71
257,3,6:46.0,,Offensive rebound by T. Prince,79,71
258,3,6:43.0,,T. Prince makes 2-pt jump shot from 8 ft,79,73
259,3,6:15.0,J. Butler misses 2-pt jump shot from 17 ft,,79,73
260,3,6:12.0,,Defensive rebound by T. Prince,79,73
261,3,6:00.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),79,75
262,3,6:00.0,,Shooting foul by M. Leonard (drawn by J. Allen),79,75
263,3,6:00.0,,Brooklyn full timeout,79,75
264,3,6:00.0,D. Jones enters the game for M. Leonard,,79,75
265,3,6:00.0,,T. Luwawu-Cabarrot enters the game for R. Kurucs,79,75
266,3,6:00.0,,J. Allen makes free throw 1 of 1,79,76
267,3,5:41.0,D. Jones misses 3-pt jump shot from 26 ft,,79,76
268,3,5:36.0,,Defensive rebound by T. Luwawu-Cabarrot,79,76
269,3,5:32.0,,J. Harris misses 2-pt layup from 2 ft,79,76
270,3,5:30.0,Defensive rebound by D. Jones,,79,76
271,3,5:19.0,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),,81,76
272,3,4:58.0,,T. Prince misses 3-pt jump shot from 26 ft,81,76
273,3,4:55.0,Defensive rebound by D. Jones,,81,76
274,3,4:44.0,T. Herro makes 2-pt jump shot from 16 ft (assist by B. Adebayo),,83,76
275,3,4:24.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),83,79
276,3,3:58.0,D. Jones misses 2-pt jump shot from 5 ft,,83,79
277,3,3:57.0,,Defensive rebound by J. Allen,83,79
278,3,3:44.0,,S. Dinwiddie makes 2-pt layup from 2 ft,83,81
279,3,3:44.0,,Shooting foul by B. Adebayo (drawn by S. Dinwiddie),83,81
280,3,3:44.0,G. Dragić enters the game for K. Nunn,,83,81
281,3,3:44.0,,J. Anderson enters the game for J. Allen,83,81
282,3,3:44.0,,D. Jordan enters the game for J. Harris,83,81
283,3,3:44.0,,D. Musa enters the game for T. Prince,83,81
284,3,3:44.0,,S. Dinwiddie makes free throw 1 of 1,83,82
285,3,3:27.0,J. Butler makes 2-pt jump shot from 11 ft (assist by G. Dragić),,85,82
286,3,3:10.0,,D. Musa misses 3-pt jump shot from 26 ft,85,82
287,3,3:07.0,Defensive rebound by J. Butler,,85,82
288,3,3:01.0,J. Butler misses 2-pt layup from 7 ft (block by J. Anderson),,85,82
289,3,2:59.0,,Defensive rebound by S. Dinwiddie,85,82
290,3,2:55.0,,T. Luwawu-Cabarrot misses 2-pt layup from 4 ft,85,82
291,3,2:52.0,,Offensive rebound by D. Musa,85,82
292,3,2:52.0,,D. Musa misses 2-pt layup at rim,85,82
293,3,2:51.0,Defensive rebound by J. Butler,,85,82
294,3,2:42.0,G. Dragić misses 2-pt jump shot from 15 ft,,85,82
295,3,2:42.0,,Defensive rebound by S. Dinwiddie,85,82
296,3,2:33.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),85,84
297,3,2:33.0,Miami full timeout,,85,84
298,3,2:33.0,M. Leonard enters the game for B. Adebayo,,85,84
299,3,2:33.0,,C. LeVert enters the game for S. Dinwiddie,85,84
300,3,2:15.0,Shooting foul by J. Anderson (drawn by D. Jones),,85,84
301,3,2:15.0,D. Jones makes free throw 1 of 2,,86,84
302,3,2:15.0,D. Jones makes free throw 2 of 2,,87,84
303,3,2:01.0,,C. LeVert misses 3-pt jump shot from 26 ft,87,84
304,3,1:58.0,,Offensive rebound by C. LeVert,87,84
305,3,1:54.0,,C. LeVert makes 2-pt layup from 3 ft,87,86
306,3,1:34.0,G. Dragić makes 2-pt layup from 5 ft,,89,86
307,3,1:11.0,,C. LeVert misses 3-pt jump shot from 22 ft,89,86
308,3,1:08.0,Defensive rebound by M. Leonard,,89,86
309,3,0:56.0,M. Leonard misses 3-pt jump shot from 26 ft,,89,86
310,3,0:53.0,,Defensive rebound by J. Anderson,89,86
311,3,0:47.0,,J. Anderson misses 3-pt jump shot from 26 ft,89,86
312,3,0:42.0,,Offensive rebound by D. Musa,89,86
313,3,0:38.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by C. LeVert),89,89
314,3,0:24.0,J. Butler misses 2-pt jump shot from 17 ft,,89,89
315,3,0:21.0,,Defensive rebound by D. Musa,89,89
316,3,0:14.0,,J. Anderson misses 3-pt jump shot from 28 ft,89,89
317,3,0:11.0,Defensive rebound by M. Leonard,,89,89
318,3,0:02.0,T. Herro misses 3-pt jump shot from 27 ft,,89,89
319,3,0:00.0,,Defensive rebound by D. Jordan,89,89
320,4,11:42.0,T. Herro misses 2-pt jump shot from 20 ft,,89,89
321,4,11:39.0,,Defensive rebound by T. Luwawu-Cabarrot,89,89
322,4,11:19.0,,C. LeVert misses 2-pt jump shot from 5 ft,89,89
323,4,11:17.0,Defensive rebound by T. Herro,,89,89
324,4,10:59.0,G. Dragić makes 3-pt jump shot from 22 ft (assist by J. Johnson),,92,89
325,4,10:40.0,,C. LeVert misses 3-pt jump shot from 26 ft,92,89
326,4,10:37.0,Defensive rebound by J. Johnson,,92,89
327,4,10:33.0,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Dragić),,92,89
328,4,10:33.0,G. Dragić makes free throw 1 of 2,,93,89
329,4,10:33.0,G. Dragić misses free throw 2 of 2,,93,89
330,4,10:31.0,,Defensive rebound by D. Jordan,93,89
331,4,10:25.0,,Personal foul by D. Jones (drawn by C. LeVert),93,89
332,4,10:19.0,,J. Harris misses 3-pt jump shot from 25 ft,93,89
333,4,10:16.0,Defensive rebound by D. Jones,,93,89
334,4,10:06.0,G. Dragić misses 2-pt jump shot from 10 ft,,93,89
335,4,10:03.0,,Defensive rebound by J. Harris,93,89
336,4,9:55.0,,C. LeVert misses 2-pt jump shot from 8 ft,93,89
337,4,9:53.0,,Offensive rebound by C. LeVert,93,89
338,4,9:50.0,,Shooting foul by G. Dragić (drawn by D. Jordan),93,89
339,4,9:50.0,,D. Jordan makes free throw 1 of 2,93,90
340,4,9:50.0,,D. Jordan makes free throw 2 of 2,93,91
341,4,9:34.0,D. Jones makes 2-pt layup from 3 ft (assist by T. Herro),,95,91
342,4,9:20.0,,Personal foul by M. Leonard (drawn by D. Jordan),95,91
343,4,9:16.0,,C. LeVert misses 3-pt jump shot from 26 ft,95,91
344,4,9:14.0,Defensive rebound by Team,,95,91
345,4,8:56.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by T. Herro),,98,91
346,4,8:55.0,,Brooklyn full timeout,98,91
347,4,8:55.0,,S. Dinwiddie enters the game for C. LeVert,98,91
348,4,8:45.0,,Shooting foul by M. Leonard (drawn by J. Harris),98,91
349,4,8:45.0,,J. Harris misses free throw 1 of 2,98,91
350,4,8:45.0,,Offensive rebound by Team,98,91
351,4,8:45.0,,J. Harris makes free throw 2 of 2,98,92
352,4,8:28.0,D. Jones misses 3-pt jump shot from 24 ft,,98,92
353,4,8:23.0,,Defensive rebound by R. Kurucs,98,92
354,4,8:18.0,,D. Jordan misses 2-pt dunk from 1 ft,98,92
355,4,8:16.0,Defensive rebound by M. Leonard,,98,92
356,4,7:59.0,G. Dragić makes 2-pt jump shot from 16 ft,,100,92
357,4,7:37.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,100,92
358,4,7:34.0,,Offensive rebound by T. Luwawu-Cabarrot,100,92
359,4,7:32.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),100,94
360,4,7:15.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by G. Dragić),,103,94
361,4,6:57.0,,R. Kurucs makes 2-pt hook shot from 3 ft (assist by J. Harris),103,96
362,4,6:38.0,G. Dragić misses 3-pt jump shot from 27 ft,,103,96
363,4,6:35.0,,Defensive rebound by D. Jordan,103,96
364,4,6:33.0,,Shooting foul by D. Jones (drawn by S. Dinwiddie),103,96
365,4,6:33.0,,S. Dinwiddie makes free throw 1 of 2,103,97
366,4,6:33.0,B. Adebayo enters the game for J. Johnson,,103,97
367,4,6:33.0,J. Butler enters the game for D. Jones,,103,97
368,4,6:33.0,D. Robinson enters the game for M. Leonard,,103,97
369,4,6:33.0,,T. Prince enters the game for R. Kurucs,103,97
370,4,6:33.0,,S. Dinwiddie makes free throw 2 of 2,103,98
371,4,6:14.0,J. Butler makes 2-pt jump shot from 11 ft (assist by B. Adebayo),,105,98
372,4,6:05.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),105,100
373,4,5:44.0,J. Butler makes 2-pt jump shot from 15 ft,,107,100
