,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
91,1,1:12.0,G. Hayward makes 2-pt layup from 1 ft,,21,20
92,1,1:01.0,,Turnover by M. Hezonja (bad pass; steal by J. Brown),21,20
93,1,0:59.0,J. Brown makes 2-pt dunk from 1 ft,,23,20
94,1,0:50.0,,Turnover by A. Trier (lost ball; steal by T. Rozier),23,20
95,1,0:46.0,J. Brown misses 3-pt jump shot from 26 ft,,23,20
96,1,0:43.0,,Defensive rebound by D. Dotson,23,20
97,1,0:25.0,,M. Robinson misses 2-pt layup from 3 ft (block by A. Baynes),23,20
98,1,0:25.0,Defensive rebound by Team,,23,20
99,1,0:25.0,,K. Allen enters the game for D. Dotson,23,20
100,1,0:25.0,,K. Knox enters the game for N. Vonleh,23,20
101,1,0:20.0,G. Hayward makes 2-pt dunk from 1 ft (assist by T. Rozier),,25,20
102,1,0:00.0,,K. Knox misses 2-pt jump shot from 23 ft,25,20
103,1,0:00.0,,Offensive rebound by Team,25,20
104,2,11:47.0,G. Hayward makes 2-pt layup at rim,,27,20
105,2,11:25.0,,E. Freedom misses 2-pt hook shot from 6 ft,27,20
106,2,11:23.0,Defensive rebound by A. Baynes,,27,20
107,2,11:13.0,M. Smart misses 2-pt jump shot from 10 ft,,27,20
108,2,11:11.0,,Defensive rebound by E. Freedom,27,20
109,2,10:54.0,,E. Freedom misses 2-pt layup from 1 ft (block by G. Hayward),27,20
110,2,10:52.0,,Offensive rebound by E. Freedom,27,20
111,2,10:51.0,,E. Freedom makes 2-pt layup at rim,27,22
112,2,10:41.0,T. Rozier misses 2-pt jump shot from 10 ft,,27,22
113,2,10:39.0,,Defensive rebound by E. Freedom,27,22
114,2,10:24.0,,Turnover by A. Trier (bad pass; steal by J. Brown),27,22
115,2,10:19.0,J. Brown misses 2-pt layup at rim,,27,22
116,2,10:17.0,Offensive rebound by G. Hayward,,27,22
117,2,10:15.0,G. Hayward misses 2-pt layup from 2 ft,,27,22
118,2,10:13.0,,Defensive rebound by K. Knox,27,22
119,2,10:04.0,,K. Allen makes 2-pt jump shot from 14 ft,27,24
120,2,9:50.0,A. Baynes makes 2-pt dunk from 1 ft (assist by G. Hayward),,29,24
121,2,9:33.0,,Personal foul by G. Hayward (drawn by M. Hezonja),29,24
122,2,9:27.0,,A. Trier makes 2-pt jump shot from 15 ft,29,26
123,2,9:07.0,A. Baynes makes 3-pt jump shot from 24 ft (assist by J. Brown),,32,26
124,2,8:51.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Freedom),32,28
125,2,8:37.0,G. Hayward misses 3-pt jump shot from 25 ft,,32,28
126,2,8:35.0,,Defensive rebound by E. Freedom,32,28
127,2,8:25.0,,E. Freedom misses 3-pt jump shot from 25 ft,32,28
128,2,8:23.0,Defensive rebound by J. Brown,,32,28
129,2,8:11.0,Offensive foul by A. Baynes (drawn by K. Knox),,32,28
130,2,8:11.0,Turnover by A. Baynes (offensive foul),,32,28
131,2,7:56.0,,K. Knox makes 2-pt jump shot from 9 ft,32,30
132,2,7:42.0,M. Smart misses 3-pt jump shot from 26 ft,,32,30
133,2,7:40.0,,Defensive rebound by K. Allen,32,30
134,2,7:40.0,A. Horford enters the game for A. Baynes,,32,30
135,2,7:40.0,,D. Dotson enters the game for A. Trier,32,30
136,2,7:27.0,,D. Dotson makes 3-pt jump shot from 23 ft (assist by K. Knox),32,33
137,2,7:17.0,Shooting foul by K. Allen (drawn by G. Hayward),,32,33
138,2,7:17.0,G. Hayward makes free throw 1 of 2,,33,33
139,2,7:17.0,G. Hayward makes free throw 2 of 2,,34,33
140,2,7:09.0,,Turnover by E. Freedom (out of bounds lost ball),34,33
141,2,6:55.0,A. Horford misses 2-pt hook shot from 7 ft,,34,33
142,2,6:53.0,,Defensive rebound by K. Knox,34,33
143,2,6:44.0,,K. Knox makes 2-pt layup from 3 ft,34,35
144,2,6:33.0,M. Smart makes 3-pt jump shot from 23 ft (assist by A. Horford),,37,35
145,2,6:07.0,,K. Allen misses 3-pt jump shot from 25 ft,37,35
146,2,6:05.0,Defensive rebound by Team,,37,35
147,2,6:05.0,,New York full timeout,37,35
148,2,6:05.0,J. Tatum enters the game for G. Hayward,,37,35
149,2,6:05.0,,N. Vonleh enters the game for M. Hezonja,37,35
150,2,5:50.0,T. Rozier misses 3-pt jump shot from 26 ft,,37,35
151,2,5:48.0,,Defensive rebound by E. Freedom,37,35
152,2,5:27.0,,Shooting foul by A. Horford (drawn by K. Allen),37,35
153,2,5:27.0,K. Irving enters the game for J. Brown,,37,35
154,2,5:27.0,M. Morris enters the game for T. Rozier,,37,35
155,2,5:27.0,,K. Allen makes free throw 1 of 2,37,36
156,2,5:27.0,,K. Allen makes free throw 2 of 2,37,37
157,2,5:14.0,K. Irving makes 2-pt layup from 1 ft (assist by M. Smart),,39,37
158,2,4:49.0,,Turnover by Team (shot clock),39,37
159,2,4:42.0,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Smart),,42,37
160,2,4:33.0,,New York full timeout,42,37
161,2,4:33.0,,L. Kornet enters the game for K. Allen,42,37
162,2,4:33.0,,A. Trier enters the game for E. Freedom,42,37
163,2,4:20.0,,L. Kornet misses 2-pt layup from 1 ft,42,37
164,2,4:18.0,Defensive rebound by A. Horford,,42,37
165,2,4:09.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Horford),,45,37
166,2,3:48.0,,N. Vonleh misses 2-pt jump shot from 12 ft (block by J. Tatum),45,37
167,2,3:46.0,,Offensive rebound by N. Vonleh,45,37
168,2,3:43.0,,A. Trier misses 3-pt jump shot from 26 ft,45,37
169,2,3:41.0,Defensive rebound by Team,,45,37
170,2,3:27.0,M. Morris makes 2-pt layup from 1 ft (assist by K. Irving),,47,37
171,2,3:04.0,,L. Kornet makes 2-pt jump shot from 11 ft (assist by K. Knox),47,39
172,2,2:40.0,J. Tatum makes 2-pt layup at rim,,49,39
173,2,2:30.0,,Offensive foul by N. Vonleh (drawn by K. Irving),49,39
174,2,2:30.0,,Turnover by N. Vonleh (offensive foul),49,39
175,2,2:30.0,,M. Hezonja enters the game for N. Vonleh,49,39
176,2,2:21.0,Turnover by K. Irving (bad pass; steal by K. Knox),,49,39
177,2,2:20.0,,Personal foul by J. Tatum (drawn by K. Knox),49,39
178,2,2:10.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by A. Trier),49,42
179,2,1:47.0,K. Irving makes 2-pt dunk from 1 ft (assist by J. Tatum),,51,42
180,2,1:26.0,,L. Kornet misses 3-pt jump shot from 31 ft,51,42
181,2,1:24.0,Defensive rebound by J. Tatum,,51,42
182,2,1:16.0,J. Tatum makes 2-pt layup from 2 ft,,53,42
183,2,0:54.0,,L. Kornet makes 2-pt layup from 2 ft (assist by M. Hezonja),53,44
184,2,0:44.0,J. Tatum makes 3-pt jump shot from 25 ft,,56,44
185,2,0:37.0,,A. Trier makes 3-pt jump shot from 26 ft,56,47
186,2,0:24.0,K. Irving misses 2-pt jump shot from 16 ft,,56,47
187,2,0:22.0,,Defensive rebound by L. Kornet,56,47
188,2,0:00.0,,M. Hezonja misses 3-pt jump shot from 29 ft,56,47
189,2,0:00.0,,Offensive rebound by Team,56,47
190,3,11:47.0,Turnover by K. Irving (traveling),,56,47
191,3,11:35.0,,K. Knox misses 2-pt jump shot from 16 ft,56,47
192,3,11:33.0,Defensive rebound by M. Morris,,56,47
193,3,11:23.0,A. Horford makes 2-pt hook shot from 4 ft,,58,47
194,3,11:05.0,,K. Knox makes 2-pt layup from 3 ft (assist by N. Vonleh),58,49
195,3,10:52.0,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Tatum),,60,49
196,3,10:29.0,,L. Kornet misses 2-pt jump shot from 15 ft,60,49
197,3,10:27.0,Defensive rebound by A. Horford,,60,49
198,3,10:18.0,Personal foul by D. Dotson (drawn by A. Horford),,60,49
199,3,10:04.0,M. Morris misses 2-pt jump shot from 7 ft,,60,49
200,3,10:02.0,,Defensive rebound by N. Vonleh,60,49
201,3,9:58.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by N. Vonleh),60,52
202,3,9:41.0,M. Morris misses 3-pt jump shot from 22 ft,,60,52
203,3,9:39.0,Offensive rebound by A. Horford,,60,52
204,3,9:38.0,M. Morris misses 3-pt jump shot from 23 ft,,60,52
205,3,9:37.0,Offensive rebound by Team,,60,52
206,3,9:37.0,,Loose ball foul by K. Allen (drawn by M. Smart),60,52
207,3,9:25.0,J. Tatum misses 3-pt jump shot from 26 ft,,60,52
208,3,9:22.0,,Defensive rebound by K. Knox,60,52
209,3,9:08.0,,K. Knox misses 3-pt jump shot from 26 ft,60,52
210,3,9:06.0,Defensive rebound by A. Horford,,60,52
211,3,8:59.0,K. Irving makes 3-pt jump shot from 26 ft,,63,52
212,3,8:43.0,,D. Dotson misses 2-pt jump shot from 17 ft,63,52
213,3,8:41.0,,Offensive rebound by N. Vonleh,63,52
214,3,8:35.0,,N. Vonleh misses 3-pt jump shot from 25 ft,63,52
215,3,8:33.0,Defensive rebound by J. Tatum,,63,52
216,3,8:21.0,Turnover by A. Horford (bad pass; steal by L. Kornet),,63,52
217,3,8:19.0,,Personal take foul by K. Irving (drawn by K. Knox),63,52
218,3,8:05.0,,K. Knox misses 2-pt layup from 3 ft,63,52
219,3,8:03.0,Defensive rebound by K. Irving,,63,52
220,3,7:47.0,K. Irving misses 2-pt layup from 4 ft,,63,52
221,3,7:45.0,,Defensive rebound by N. Vonleh,63,52
222,3,7:30.0,,L. Kornet misses 3-pt jump shot from 25 ft,63,52
223,3,7:28.0,Defensive rebound by K. Irving,,63,52
224,3,7:24.0,M. Morris misses 3-pt jump shot from 26 ft,,63,52
225,3,7:22.0,,Defensive rebound by D. Dotson,63,52
226,3,7:18.0,,D. Dotson makes 2-pt layup from 2 ft,63,54
227,3,7:00.0,J. Tatum misses 2-pt jump shot from 12 ft,,63,54
228,3,6:59.0,,Defensive rebound by D. Dotson,63,54
229,3,6:53.0,,L. Kornet misses 3-pt jump shot from 26 ft,63,54
230,3,6:51.0,Defensive rebound by K. Irving,,63,54
231,3,6:40.0,J. Tatum misses 3-pt jump shot from 24 ft,,63,54
232,3,6:38.0,,Defensive rebound by N. Vonleh,63,54
233,3,6:23.0,,D. Dotson misses 3-pt jump shot from 26 ft,63,54
234,3,6:21.0,Defensive rebound by M. Morris,,63,54
235,3,6:14.0,A. Horford makes 2-pt jump shot from 10 ft (assist by J. Tatum),,65,54
236,3,6:05.0,,New York full timeout,65,54
237,3,6:05.0,,M. Robinson enters the game for K. Allen,65,54
238,3,6:05.0,,A. Trier enters the game for L. Kornet,65,54
239,3,5:53.0,,D. Dotson makes 2-pt jump shot from 17 ft,65,56
240,3,5:40.0,Offensive foul by K. Irving (drawn by M. Robinson),,65,56
241,3,5:40.0,Turnover by K. Irving (offensive foul),,65,56
242,3,5:29.0,,K. Knox misses 2-pt layup from 2 ft,65,56
243,3,5:27.0,Defensive rebound by A. Horford,,65,56
244,3,5:22.0,J. Tatum misses 3-pt jump shot from 26 ft (block by M. Robinson),,65,56
245,3,5:20.0,,Defensive rebound by M. Robinson,65,56
246,3,5:18.0,,Turnover by M. Robinson (bad pass),65,56
247,3,5:01.0,J. Tatum misses 3-pt jump shot from 24 ft,,65,56
248,3,4:59.0,Offensive rebound by A. Horford,,65,56
249,3,4:56.0,A. Horford makes 2-pt layup from 2 ft,,67,56
250,3,4:42.0,,K. Knox misses 3-pt jump shot from 26 ft,67,56
251,3,4:40.0,Defensive rebound by M. Smart,,67,56
252,3,4:33.0,K. Irving misses 3-pt jump shot from 25 ft,,67,56
253,3,4:31.0,,Defensive rebound by K. Knox,67,56
254,3,4:22.0,,Personal foul by M. Smart (drawn by K. Knox),67,56
255,3,4:22.0,A. Baynes enters the game for M. Morris,,67,56
256,3,4:22.0,G. Hayward enters the game for J. Tatum,,67,56
257,3,4:22.0,,K. Allen enters the game for D. Dotson,67,56
258,3,4:22.0,,M. Hezonja enters the game for K. Knox,67,56
259,3,4:14.0,,M. Hezonja misses 3-pt jump shot from 23 ft,67,56
260,3,4:12.0,Defensive rebound by Team,,67,56
261,3,4:01.0,G. Hayward makes 3-pt jump shot from 22 ft (assist by K. Irving),,70,56
262,3,3:46.0,,M. Hezonja makes 2-pt jump shot from 12 ft (assist by N. Vonleh),70,58
263,3,3:21.0,A. Horford makes 2-pt jump shot from 10 ft (assist by K. Irving),,72,58
264,3,3:02.0,,M. Robinson makes 2-pt dunk at rim (assist by A. Trier),72,60
265,3,2:52.0,A. Horford misses 3-pt jump shot from 27 ft,,72,60
266,3,2:50.0,,Defensive rebound by A. Trier,72,60
267,3,2:36.0,,M. Hezonja makes 2-pt jump shot from 12 ft,72,62
268,3,2:35.0,Boston full timeout,,72,62
269,3,2:35.0,J. Brown enters the game for A. Horford,,72,62
270,3,2:35.0,T. Rozier enters the game for M. Smart,,72,62
271,3,2:35.0,,K. Knox enters the game for N. Vonleh,72,62
272,3,2:24.0,K. Irving misses 2-pt jump shot from 13 ft,,72,62
273,3,2:22.0,,Defensive rebound by M. Hezonja,72,62
274,3,2:17.0,,Shooting foul by A. Baynes (drawn by M. Hezonja),72,62
275,3,2:17.0,,M. Hezonja makes free throw 1 of 2,72,63
276,3,2:17.0,,M. Hezonja makes free throw 2 of 2,72,64
277,3,2:02.0,K. Irving misses 2-pt layup from 3 ft,,72,64
278,3,2:00.0,,Defensive rebound by M. Hezonja,72,64
279,3,2:00.0,,K. Knox makes 2-pt layup from 2 ft (assist by M. Hezonja),72,66
280,3,2:00.0,,Shooting foul by J. Brown (drawn by K. Knox),72,66
281,3,2:00.0,,K. Knox makes free throw 1 of 1,72,67
282,3,1:46.0,T. Rozier misses 2-pt layup from 2 ft,,72,67
283,3,1:44.0,,Defensive rebound by M. Robinson,72,67
284,3,1:41.0,,Turnover by M. Hezonja (lost ball; steal by J. Brown),72,67
285,3,1:40.0,Personal foul by A. Trier (drawn by J. Brown),,72,67
286,3,1:26.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Rozier),,75,67
287,3,1:11.0,,K. Knox makes 2-pt jump shot from 11 ft,75,69
288,3,0:56.0,J. Brown misses 2-pt layup from 1 ft,,75,69
289,3,0:55.0,Offensive rebound by A. Baynes,,75,69
290,3,0:55.0,A. Baynes makes 2-pt layup at rim,,77,69
291,3,0:41.0,,K. Knox makes 2-pt jump shot from 21 ft,77,71
292,3,0:32.0,K. Irving makes 2-pt layup from 4 ft,,79,71
293,3,0:32.0,Shooting foul by K. Allen (drawn by K. Irving),,79,71
294,3,0:32.0,K. Irving makes free throw 1 of 1,,80,71
295,3,0:18.0,,Shooting foul by A. Baynes (drawn by K. Allen),80,71
296,3,0:18.0,,K. Allen makes free throw 1 of 2,80,72
297,3,0:18.0,M. Morris enters the game for A. Baynes,,80,72
298,3,0:18.0,,K. Allen makes free throw 2 of 2,80,73
299,3,0:02.0,J. Brown misses 3-pt jump shot from 24 ft,,80,73
300,3,0:01.0,,Defensive rebound by Team,80,73
301,4,11:50.0,,K. Knox misses 2-pt layup from 6 ft (block by A. Baynes),80,73
302,4,11:48.0,,Offensive rebound by Team,80,73
303,4,11:38.0,,Turnover by E. Freedom (bad pass; steal by M. Morris),80,73
304,4,11:20.0,Personal foul by M. Hezonja (drawn by A. Baynes),,80,73
305,4,11:14.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by G. Hayward),,83,73
306,4,11:14.0,,D. Dotson enters the game for K. Allen,83,73
307,4,10:49.0,,D. Dotson misses 3-pt jump shot from 27 ft (block by T. Rozier),83,73
308,4,10:48.0,Defensive rebound by T. Rozier,,83,73
309,4,10:47.0,Personal foul by D. Dotson (drawn by T. Rozier),,83,73
310,4,10:31.0,J. Brown makes 2-pt jump shot from 5 ft,,85,73
311,4,10:15.0,,A. Trier makes 2-pt layup at rim,85,75
312,4,10:04.0,J. Brown misses 3-pt jump shot from 26 ft,,85,75
313,4,10:02.0,,Defensive rebound by K. Knox,85,75
314,4,9:54.0,,E. Freedom misses 2-pt layup from 2 ft,85,75
315,4,9:52.0,Defensive rebound by M. Morris,,85,75
316,4,9:43.0,Shooting foul by K. Knox (drawn by A. Baynes),,85,75
317,4,9:43.0,A. Baynes misses free throw 1 of 2,,85,75
318,4,9:43.0,Offensive rebound by Team,,85,75
319,4,9:43.0,A. Baynes makes free throw 2 of 2,,86,75
320,4,9:32.0,,M. Hezonja misses 3-pt jump shot from 27 ft,86,75
321,4,9:30.0,Defensive rebound by A. Baynes,,86,75
322,4,9:23.0,T. Rozier misses 2-pt layup from 1 ft (block by A. Trier),,86,75
323,4,9:21.0,,Defensive rebound by D. Dotson,86,75
324,4,9:19.0,,D. Dotson makes 2-pt layup from 1 ft,86,77
325,4,9:09.0,J. Brown makes 2-pt layup from 3 ft,,88,77
326,4,8:55.0,,Offensive foul by A. Trier (drawn by J. Brown),88,77
327,4,8:55.0,,Turnover by A. Trier (offensive foul),88,77
328,4,8:55.0,,K. Allen enters the game for K. Knox,88,77
329,4,8:44.0,Offensive foul by J. Brown (drawn by K. Allen),,88,77
330,4,8:44.0,Turnover by J. Brown (offensive foul),,88,77
331,4,8:29.0,,E. Freedom misses 2-pt layup from 1 ft (block by G. Hayward),88,77
332,4,8:27.0,Defensive rebound by T. Rozier,,88,77
333,4,8:23.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Morris),,91,77
334,4,8:13.0,,New York full timeout,91,77
335,4,8:05.0,,Turnover by K. Allen (bad pass; steal by A. Baynes),91,77
336,4,8:00.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,94,77
337,4,7:41.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by K. Allen),94,79
338,4,7:27.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,97,79
339,4,7:06.0,,E. Freedom makes 2-pt hook shot from 7 ft,97,81
340,4,6:56.0,M. Morris makes 2-pt hook shot from 2 ft (assist by T. Rozier),,99,81
341,4,6:42.0,,D. Dotson misses 2-pt jump shot from 8 ft,99,81
342,4,6:40.0,,Offensive rebound by E. Freedom,99,81
343,4,6:38.0,,E. Freedom makes 2-pt layup from 1 ft,99,83
344,4,6:28.0,G. Hayward misses 2-pt jump shot from 11 ft,,99,83
345,4,6:26.0,,Defensive rebound by E. Freedom,99,83
346,4,6:17.0,,M. Hezonja misses 3-pt jump shot from 23 ft,99,83
347,4,6:14.0,Defensive rebound by G. Hayward,,99,83
348,4,6:08.0,J. Brown makes 2-pt jump shot from 4 ft,,101,83
349,4,6:08.0,Shooting foul by A. Trier (drawn by J. Brown),,101,83
350,4,6:08.0,K. Irving enters the game for G. Hayward,,101,83
351,4,6:08.0,,K. Knox enters the game for M. Hezonja,101,83
352,4,6:08.0,,M. Robinson enters the game for E. Freedom,101,83
353,4,6:08.0,,N. Vonleh enters the game for A. Trier,101,83
354,4,6:08.0,J. Brown makes free throw 1 of 1,,102,83
355,4,5:58.0,,Turnover by K. Allen (bad pass; steal by J. Brown),102,83
356,4,5:55.0,J. Brown makes 2-pt dunk from 1 ft,,104,83
357,4,5:53.0,,New York full timeout,104,83
358,4,5:37.0,,N. Vonleh makes 2-pt hook shot from 3 ft,104,85
359,4,5:26.0,Shooting foul by M. Robinson (drawn by A. Baynes),,104,85
360,4,5:26.0,A. Baynes misses free throw 1 of 2,,104,85
361,4,5:26.0,Offensive rebound by Team,,104,85
362,4,5:26.0,A. Baynes makes free throw 2 of 2,,105,85
363,4,5:02.0,,K. Allen makes 3-pt jump shot from 27 ft (assist by N. Vonleh),105,88
364,4,4:50.0,T. Rozier misses 3-pt jump shot from 25 ft,,105,88
365,4,4:48.0,,Defensive rebound by K. Allen,105,88
366,4,4:40.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by N. Vonleh),105,91
367,4,4:22.0,A. Baynes misses 3-pt jump shot from 25 ft,,105,91
368,4,4:20.0,,Defensive rebound by N. Vonleh,105,91
369,4,4:08.0,,K. Allen misses 2-pt jump shot from 3 ft,105,91
370,4,4:06.0,,Offensive rebound by M. Robinson,105,91
371,4,4:06.0,,Shooting foul by A. Baynes (drawn by M. Robinson),105,91
372,4,4:06.0,,M. Robinson makes free throw 1 of 2,105,92
373,4,4:06.0,A. Horford enters the game for A. Baynes,,105,92
374,4,4:06.0,S. Ojeleye enters the game for M. Morris,,105,92
375,4,4:06.0,,M. Robinson makes free throw 2 of 2,105,93
376,4,3:56.0,J. Brown misses 3-pt jump shot from 25 ft,,105,93
377,4,3:54.0,,Defensive rebound by D. Dotson,105,93
378,4,3:43.0,,K. Knox misses 3-pt jump shot from 23 ft,105,93
379,4,3:41.0,,Offensive rebound by M. Robinson,105,93
380,4,3:34.0,,D. Dotson makes 2-pt layup from 1 ft (assist by K. Allen),105,95
381,4,3:32.0,Boston full timeout,,105,95
382,4,3:32.0,J. Tatum enters the game for J. Brown,,105,95
383,4,3:22.0,A. Horford misses 2-pt jump shot from 18 ft,,105,95
384,4,3:20.0,Offensive rebound by J. Tatum,,105,95
385,4,3:15.0,Boston full timeout,,105,95
