,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
50,1,5:28.0,B. Ingram makes 2-pt layup from 2 ft,,17,14
51,1,5:15.0,,C. Sexton makes 2-pt jump shot from 20 ft (assist by J. Clarkson),17,16
52,1,5:09.0,Turnover by L. James (bad pass),,17,16
53,1,4:51.0,,D. Nwaba misses 3-pt jump shot from 24 ft,17,16
54,1,4:51.0,Defensive rebound by L. Ball,,17,16
55,1,4:51.0,Turnover by L. Ball (bad pass),,17,16
56,1,4:51.0,T. Chandler enters the game for K. Kuzma,,17,16
57,1,4:51.0,J. Hart enters the game for J. McGee,,17,16
58,1,4:33.0,,T. Thompson misses 2-pt layup from 1 ft (block by J. Hart),17,16
59,1,4:25.0,,Offensive rebound by T. Thompson,17,16
60,1,4:25.0,,T. Thompson misses 2-pt layup from 1 ft (block by J. Hart),17,16
61,1,4:17.0,Defensive rebound by T. Chandler,,17,16
62,1,4:12.0,L. Ball misses 3-pt jump shot from 27 ft,,17,16
63,1,4:09.0,,Defensive rebound by C. Osman,17,16
64,1,4:02.0,,D. Nwaba misses 3-pt jump shot from 25 ft,17,16
65,1,4:00.0,Defensive rebound by L. James,,17,16
66,1,3:54.0,Offensive foul by L. James (drawn by D. Nwaba),,17,16
67,1,3:54.0,Turnover by L. James (offensive foul),,17,16
68,1,3:54.0,K. Caldwell-Pope enters the game for B. Ingram,,17,16
69,1,3:54.0,,R. Hood enters the game for D. Nwaba,17,16
70,1,3:42.0,,J. Clarkson misses 2-pt jump shot from 14 ft,17,16
71,1,3:39.0,Defensive rebound by J. Hart,,17,16
72,1,3:32.0,L. James misses 2-pt layup from 3 ft (block by R. Hood),,17,16
73,1,3:32.0,Offensive rebound by L. James,,17,16
74,1,3:26.0,J. Hart misses 3-pt jump shot from 26 ft,,17,16
75,1,3:24.0,,Defensive rebound by T. Thompson,17,16
76,1,3:16.0,,J. Clarkson misses 2-pt layup from 4 ft,17,16
77,1,3:14.0,,Offensive rebound by T. Thompson,17,16
78,1,3:11.0,,T. Thompson makes 2-pt hook shot from 9 ft,17,18
79,1,3:03.0,LA Lakers full timeout,,17,18
80,1,3:03.0,L. Stephenson enters the game for L. James,,17,18
81,1,3:03.0,,L. Nance enters the game for T. Thompson,17,18
82,1,2:51.0,L. Stephenson misses 3-pt jump shot from 27 ft,,17,18
83,1,2:48.0,,Defensive rebound by C. Osman,17,18
84,1,2:33.0,,R. Hood misses 2-pt jump shot from 19 ft,17,18
85,1,2:30.0,Defensive rebound by L. Ball,,17,18
86,1,2:23.0,L. Ball misses 2-pt jump shot from 10 ft,,17,18
87,1,2:20.0,Offensive rebound by L. Ball,,17,18
88,1,2:15.0,L. Ball makes 2-pt layup from 5 ft,,19,18
89,1,2:02.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),19,20
90,1,1:45.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,22,20
91,1,1:28.0,,J. Clarkson misses 2-pt jump shot from 17 ft (block by J. Hart),22,20
92,1,1:26.0,Defensive rebound by K. Caldwell-Pope,,22,20
93,1,1:16.0,Turnover by J. Hart (lost ball; steal by L. Nance),,22,20
94,1,1:11.0,,C. Sexton makes 2-pt layup at rim (assist by L. Nance),22,22
95,1,1:00.0,J. Hart misses 3-pt jump shot from 27 ft,,22,22
96,1,1:00.0,,Defensive rebound by L. Nance,22,22
97,1,0:51.0,,L. Nance makes 2-pt layup from 1 ft,22,24
98,1,0:51.0,,Shooting foul by T. Chandler (drawn by L. Nance),22,24
99,1,0:51.0,B. Ingram enters the game for L. Ball,,22,24
100,1,0:51.0,,A. Harrison enters the game for C. Osman,22,24
101,1,0:51.0,,K. Korver enters the game for C. Sexton,22,24
102,1,0:51.0,,L. Nance makes free throw 1 of 1,22,25
103,1,0:30.0,L. Stephenson misses 2-pt jump shot from 7 ft,,22,25
104,1,0:30.0,Offensive rebound by Team,,22,25
105,1,0:30.0,Personal foul by J. Clarkson (drawn by T. Chandler),,22,25
106,1,0:30.0,T. Chandler makes free throw 1 of 2,,23,25
107,1,0:30.0,T. Chandler makes free throw 2 of 2,,24,25
108,1,0:16.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Harrison),24,28
109,1,0:01.0,B. Ingram misses 2-pt jump shot from 5 ft,,24,28
110,1,0:01.0,,Defensive rebound by L. Nance,24,28
111,2,11:43.0,,K. Korver misses 3-pt jump shot from 23 ft,24,28
112,2,11:39.0,Defensive rebound by J. Hart,,24,28
113,2,11:35.0,Offensive foul by K. Caldwell-Pope (drawn by R. Hood),,24,28
114,2,11:35.0,Turnover by K. Caldwell-Pope (offensive foul),,24,28
115,2,11:16.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. Nance),24,31
116,2,11:09.0,Turnover by B. Ingram (step out of bounds),,24,31
117,2,11:05.0,,J. Clarkson misses 3-pt jump shot from 25 ft,24,31
118,2,11:02.0,Defensive rebound by K. Caldwell-Pope,,24,31
119,2,10:44.0,T. Chandler misses 2-pt layup from 4 ft,,24,31
120,2,10:39.0,Offensive rebound by T. Chandler,,24,31
121,2,10:39.0,T. Chandler misses 2-pt layup at rim,,24,31
122,2,10:37.0,Offensive rebound by T. Chandler,,24,31
123,2,10:37.0,T. Chandler makes 2-pt layup at rim,,26,31
124,2,10:26.0,,L. Nance misses 2-pt jump shot from 18 ft,26,31
125,2,10:24.0,Defensive rebound by J. Hart,,26,31
126,2,10:16.0,L. Stephenson misses 2-pt jump shot from 18 ft,,26,31
127,2,10:13.0,,Defensive rebound by R. Hood,26,31
128,2,10:05.0,,R. Hood makes 2-pt jump shot from 15 ft,26,33
129,2,9:53.0,Offensive foul by B. Ingram (drawn by A. Harrison),,26,33
130,2,9:53.0,Turnover by B. Ingram (offensive foul),,26,33
131,2,9:53.0,,C. Osman enters the game for J. Clarkson,26,33
132,2,9:35.0,,R. Hood makes 2-pt jump shot from 20 ft (assist by L. Nance),26,35
133,2,9:18.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,26,35
134,2,9:14.0,,Defensive rebound by L. Nance,26,35
135,2,8:52.0,,R. Hood misses 3-pt jump shot from 29 ft,26,35
136,2,8:49.0,Defensive rebound by B. Ingram,,26,35
137,2,8:39.0,L. Stephenson misses 3-pt jump shot from 26 ft,,26,35
138,2,8:35.0,,Defensive rebound by R. Hood,26,35
139,2,8:28.0,,L. Nance misses 3-pt jump shot from 25 ft,26,35
140,2,8:25.0,Defensive rebound by L. Stephenson,,26,35
141,2,8:20.0,LA Lakers full timeout,,26,35
142,2,8:20.0,L. Ball enters the game for T. Chandler,,26,35
143,2,8:20.0,L. James enters the game for J. Hart,,26,35
144,2,8:20.0,K. Kuzma enters the game for B. Ingram,,26,35
145,2,8:20.0,J. McGee enters the game for L. Stephenson,,26,35
146,2,8:20.0,,T. Thompson enters the game for L. Nance,26,35
147,2,8:16.0,,Violation by Team (kicked ball),26,35
148,2,8:10.0,K. Kuzma misses 3-pt jump shot from 25 ft,,26,35
149,2,8:06.0,,Defensive rebound by K. Korver,26,35
150,2,7:59.0,,Personal foul by K. Kuzma (drawn by C. Osman),26,35
151,2,7:53.0,,Shooting foul by L. Ball (drawn by A. Harrison),26,35
152,2,7:53.0,,A. Harrison makes free throw 1 of 2,26,36
153,2,7:53.0,,A. Harrison makes free throw 2 of 2,26,37
154,2,7:28.0,L. James makes 3-pt jump shot from 29 ft,,29,37
155,2,7:02.0,,A. Harrison misses 3-pt jump shot from 24 ft,29,37
156,2,6:59.0,Defensive rebound by L. Ball,,29,37
157,2,6:53.0,J. McGee makes 2-pt dunk at rim (assist by L. James),,31,37
158,2,6:46.0,,Cleveland full timeout,31,37
159,2,6:46.0,,C. Sexton enters the game for A. Harrison,31,37
160,2,6:31.0,,R. Hood misses 2-pt jump shot from 14 ft,31,37
161,2,6:28.0,Defensive rebound by L. James,,31,37
162,2,6:22.0,L. James makes 2-pt layup from 3 ft,,33,37
163,2,6:15.0,,C. Sexton misses 2-pt jump shot from 7 ft,33,37
164,2,6:15.0,Defensive rebound by Team,,33,37
165,2,6:15.0,,Loose ball foul by T. Thompson (drawn by L. James),33,37
166,2,6:15.0,,D. Nwaba enters the game for K. Korver,33,37
167,2,6:01.0,L. Ball makes 2-pt layup from 2 ft,,35,37
168,2,5:37.0,,C. Sexton misses 2-pt jump shot from 21 ft,35,37
169,2,5:34.0,Defensive rebound by K. Kuzma,,35,37
170,2,5:26.0,Personal foul by R. Hood (drawn by K. Kuzma),,35,37
171,2,5:21.0,K. Kuzma misses 3-pt jump shot from 24 ft,,35,37
172,2,5:17.0,,Defensive rebound by T. Thompson,35,37
173,2,4:58.0,,T. Thompson misses 2-pt hook shot from 6 ft,35,37
174,2,4:57.0,Defensive rebound by L. James,,35,37
175,2,4:49.0,L. James makes 2-pt layup from 1 ft,,37,37
176,2,4:20.0,,T. Thompson misses 2-pt jump shot from 17 ft,37,37
177,2,4:18.0,Defensive rebound by K. Kuzma,,37,37
178,2,4:10.0,K. Kuzma misses 2-pt jump shot from 11 ft,,37,37
179,2,4:09.0,,Defensive rebound by D. Nwaba,37,37
180,2,3:48.0,,C. Osman makes 2-pt layup from 1 ft,37,39
181,2,3:35.0,K. Kuzma misses 2-pt layup from 4 ft (block by C. Osman),,37,39
182,2,3:32.0,,Defensive rebound by C. Osman,37,39
183,2,3:32.0,,Shooting foul by J. McGee (drawn by C. Osman),37,39
184,2,3:32.0,,C. Osman makes free throw 1 of 2,37,40
185,2,3:32.0,B. Ingram enters the game for K. Caldwell-Pope,,37,40
186,2,3:32.0,,C. Osman makes free throw 2 of 2,37,41
187,2,3:21.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,39,41
188,2,2:54.0,,R. Hood makes 2-pt hook shot from 8 ft,39,43
189,2,2:40.0,J. McGee makes 2-pt hook shot from 5 ft (assist by B. Ingram),,41,43
190,2,2:27.0,,C. Sexton misses 2-pt layup from 2 ft (block by J. McGee),41,43
191,2,2:20.0,,Offensive rebound by T. Thompson,41,43
192,2,2:20.0,,T. Thompson makes 2-pt layup from 1 ft,41,45
193,2,2:16.0,K. Kuzma misses 3-pt jump shot from 23 ft,,41,45
194,2,2:14.0,,Defensive rebound by R. Hood,41,45
195,2,2:09.0,,Personal foul by J. McGee (drawn by R. Hood),41,45
196,2,2:09.0,T. Chandler enters the game for K. Kuzma,,41,45
197,2,2:09.0,J. Hart enters the game for J. McGee,,41,45
198,2,1:52.0,,T. Thompson makes 2-pt jump shot from 9 ft (assist by C. Osman),41,47
199,2,1:31.0,L. James makes 2-pt jump shot from 20 ft (assist by L. Ball),,43,47
200,2,1:12.0,,C. Osman makes 3-pt jump shot from 26 ft,43,50
201,2,0:59.0,L. James makes 2-pt dunk from 1 ft,,45,50
202,2,0:42.0,,C. Sexton makes 2-pt jump shot from 16 ft,45,52
203,2,0:29.0,L. Ball makes 3-pt jump shot from 26 ft (assist by L. James),,48,52
204,2,0:06.0,,C. Sexton misses 2-pt jump shot from 16 ft,48,52
205,2,0:03.0,Defensive rebound by L. James,,48,52
206,2,0:01.0,Shooting foul by D. Nwaba (drawn by L. James),,48,52
207,2,0:01.0,L. James makes free throw 1 of 2,,49,52
208,2,0:01.0,L. Stephenson enters the game for L. Ball,,49,52
209,2,0:01.0,L. James misses free throw 2 of 2,,49,52
210,2,0:01.0,,Defensive rebound by T. Thompson,49,52
211,3,11:40.0,,D. Nwaba misses 3-pt jump shot from 24 ft,49,52
212,3,11:35.0,Defensive rebound by J. McGee,,49,52
213,3,11:18.0,L. Ball makes 2-pt dunk at rim,,51,52
214,3,11:04.0,,R. Hood misses 2-pt jump shot from 18 ft,51,52
215,3,11:01.0,,Offensive rebound by D. Nwaba,51,52
216,3,10:50.0,,D. Nwaba makes 2-pt jump shot from 10 ft,51,54
217,3,10:50.0,,Shooting foul by B. Ingram (drawn by D. Nwaba),51,54
218,3,10:50.0,,D. Nwaba misses free throw 1 of 1,51,54
219,3,10:50.0,,Offensive rebound by T. Thompson,51,54
220,3,10:50.0,,T. Thompson makes 2-pt layup at rim,51,56
221,3,10:38.0,Turnover by L. James (bad pass; steal by D. Nwaba),,51,56
222,3,10:30.0,,C. Osman misses 2-pt jump shot from 19 ft,51,56
223,3,10:27.0,Defensive rebound by K. Kuzma,,51,56
224,3,10:23.0,J. McGee makes 2-pt dunk at rim (assist by L. Ball),,53,56
225,3,9:56.0,,T. Thompson makes 2-pt jump shot from 19 ft (assist by D. Nwaba),53,58
226,3,9:46.0,L. James misses 3-pt jump shot from 26 ft,,53,58
227,3,9:44.0,,Defensive rebound by T. Thompson,53,58
228,3,9:36.0,,C. Sexton misses 2-pt layup from 4 ft,53,58
229,3,9:31.0,,Offensive rebound by T. Thompson,53,58
230,3,9:31.0,,T. Thompson misses 2-pt dunk at rim,53,58
231,3,9:31.0,,Offensive rebound by C. Sexton,53,58
232,3,9:29.0,,C. Sexton misses 2-pt layup at rim,53,58
233,3,9:29.0,,Offensive rebound by T. Thompson,53,58
234,3,9:29.0,,Turnover by D. Nwaba (traveling),53,58
235,3,9:15.0,Def 3 sec tech foul by Team,,53,58
236,3,9:15.0,K. Kuzma makes technical free throw,,54,58
237,3,9:08.0,Turnover by L. James (bad pass; steal by R. Hood),,54,58
238,3,9:07.0,,Shooting foul by L. James (drawn by D. Nwaba),54,58
239,3,9:07.0,,D. Nwaba makes free throw 1 of 2,54,59
240,3,9:07.0,,D. Nwaba makes free throw 2 of 2,54,60
241,3,8:49.0,B. Ingram misses 2-pt jump shot from 17 ft,,54,60
242,3,8:41.0,B. Ingram makes 2-pt layup from 1 ft,,56,60
243,3,8:41.0,Offensive rebound by B. Ingram,,56,60
244,3,8:21.0,,T. Thompson misses 2-pt layup from 3 ft,56,60
245,3,8:19.0,Defensive rebound by L. Ball,,56,60
246,3,8:06.0,L. James makes 2-pt layup from 1 ft,,58,60
247,3,7:45.0,,R. Hood makes 2-pt jump shot from 16 ft,58,62
248,3,7:45.0,,Shooting foul by B. Ingram (drawn by R. Hood),58,62
249,3,7:45.0,,R. Hood makes free throw 1 of 1,58,63
250,3,7:25.0,Shooting foul by D. Nwaba (drawn by L. James),,58,63
251,3,7:25.0,L. James makes free throw 1 of 2,,59,63
252,3,7:25.0,L. James misses free throw 2 of 2,,59,63
253,3,7:22.0,,Defensive rebound by D. Nwaba,59,63
254,3,7:06.0,,C. Sexton misses 2-pt jump shot from 20 ft,59,63
255,3,7:04.0,Defensive rebound by L. James,,59,63
256,3,6:59.0,L. Ball makes 2-pt layup at rim (assist by L. James),,61,63
257,3,6:46.0,,C. Sexton misses 2-pt layup from 1 ft (block by K. Kuzma),61,63
258,3,6:44.0,,Offensive rebound by C. Osman,61,63
259,3,6:42.0,,C. Osman misses 2-pt layup from 2 ft,61,63
260,3,6:42.0,,Offensive rebound by T. Thompson,61,63
261,3,6:38.0,,T. Thompson misses 2-pt layup at rim,61,63
262,3,6:38.0,Defensive rebound by J. McGee,,61,63
263,3,6:38.0,L. Ball makes 2-pt layup from 1 ft (assist by J. McGee),,63,63
264,3,6:38.0,Shooting foul by R. Hood (drawn by L. Ball),,63,63
265,3,6:38.0,,Cleveland full timeout,63,63
266,3,6:38.0,,Technical foul by T. Thompson,63,63
267,3,6:38.0,K. Kuzma makes technical free throw,,64,63
268,3,6:38.0,L. Ball misses free throw 1 of 1,,64,63
269,3,6:38.0,Offensive rebound by J. McGee,,64,63
270,3,6:33.0,Turnover by J. McGee (bad pass),,64,63
271,3,6:21.0,,R. Hood misses 2-pt jump shot from 16 ft,64,63
272,3,6:17.0,Defensive rebound by J. McGee,,64,63
273,3,6:13.0,L. Ball makes 2-pt layup from 1 ft,,66,63
274,3,5:57.0,,C. Osman makes 3-pt jump shot from 28 ft (assist by C. Sexton),66,66
275,3,5:49.0,L. Ball misses 2-pt layup from 1 ft,,66,66
276,3,5:49.0,Offensive rebound by Team,,66,66
277,3,5:49.0,K. Caldwell-Pope enters the game for B. Ingram,,66,66
278,3,5:49.0,,J. Clarkson enters the game for R. Hood,66,66
279,3,5:45.0,Turnover by K. Kuzma (out of bounds lost ball),,66,66
280,3,5:28.0,,D. Nwaba makes 3-pt jump shot from 24 ft (assist by J. Clarkson),66,69
281,3,5:15.0,L. James misses 3-pt jump shot from 34 ft,,66,69
282,3,5:10.0,,Defensive rebound by C. Osman,66,69
283,3,5:06.0,,Personal foul by K. Kuzma (drawn by C. Osman),66,69
284,3,5:06.0,T. Chandler enters the game for K. Kuzma,,66,69
285,3,5:06.0,J. Hart enters the game for J. McGee,,66,69
286,3,5:06.0,,L. Nance enters the game for T. Thompson,66,69
287,3,4:58.0,,D. Nwaba misses 3-pt jump shot from 26 ft,66,69
288,3,4:55.0,Defensive rebound by T. Chandler,,66,69
289,3,4:44.0,Personal foul by D. Nwaba (drawn by J. Hart),,66,69
290,3,4:44.0,,K. Korver enters the game for D. Nwaba,66,69
291,3,4:39.0,J. Hart misses 3-pt jump shot from 25 ft,,66,69
292,3,4:36.0,,Defensive rebound by C. Sexton,66,69
293,3,4:23.0,,L. Nance misses 2-pt dunk from 3 ft,66,69
294,3,4:19.0,Defensive rebound by L. James,,66,69
295,3,4:17.0,L. James misses 2-pt layup from 1 ft,,66,69
296,3,4:17.0,,Defensive rebound by K. Korver,66,69
297,3,4:01.0,,C. Sexton makes 2-pt jump shot from 7 ft,66,71
298,3,4:00.0,LA Lakers full timeout,,66,71
299,3,3:41.0,J. Hart makes 2-pt jump shot from 19 ft (assist by L. James),,68,71
300,3,3:15.0,,C. Osman misses 3-pt jump shot from 27 ft,68,71
301,3,3:11.0,Defensive rebound by K. Caldwell-Pope,,68,71
302,3,2:58.0,L. Ball misses 2-pt layup from 2 ft,,68,71
303,3,2:56.0,,Defensive rebound by L. Nance,68,71
304,3,2:44.0,,C. Sexton misses 3-pt jump shot from 26 ft,68,71
305,3,2:41.0,Defensive rebound by J. Hart,,68,71
306,3,2:39.0,Offensive foul by L. Ball (drawn by C. Sexton),,68,71
307,3,2:39.0,Turnover by L. Ball (offensive foul),,68,71
308,3,2:39.0,L. Stephenson enters the game for L. Ball,,68,71
309,3,2:39.0,,A. Harrison enters the game for C. Sexton,68,71
310,3,2:30.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Clarkson),68,71
311,3,2:30.0,,J. Clarkson makes free throw 1 of 3,68,72
312,3,2:30.0,,J. Clarkson makes free throw 2 of 3,68,73
313,3,2:30.0,,J. Clarkson makes free throw 3 of 3,68,74
314,3,2:30.0,B. Ingram enters the game for L. James,,68,74
315,3,2:05.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by T. Chandler),,71,74
316,3,1:50.0,,A. Harrison misses 3-pt jump shot from 24 ft,71,74
317,3,1:47.0,Defensive rebound by T. Chandler,,71,74
318,3,1:40.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft,,74,74
319,3,1:16.0,,J. Clarkson makes 3-pt jump shot from 26 ft,74,77
320,3,1:07.0,L. Stephenson makes 2-pt layup at rim (assist by B. Ingram),,76,77
321,3,1:07.0,Shooting foul by J. Clarkson (drawn by L. Stephenson),,76,77
322,3,1:07.0,L. Stephenson makes free throw 1 of 1,,77,77
323,3,0:51.0,,J. Clarkson misses 2-pt layup from 2 ft,77,77
324,3,0:41.0,,Offensive rebound by L. Nance,77,77
325,3,0:41.0,,L. Nance misses 2-pt layup at rim,77,77
326,3,0:41.0,Defensive rebound by L. Stephenson,,77,77
327,3,0:34.0,J. Hart makes 2-pt layup from 1 ft (assist by L. Stephenson),,79,77
328,3,0:27.0,,A. Harrison makes 2-pt jump shot from 13 ft,79,79
329,3,0:24.0,B. Ingram misses 2-pt jump shot from 13 ft,,79,79
330,3,0:24.0,,Defensive rebound by L. Nance,79,79
331,3,0:21.0,,C. Osman makes 2-pt layup from 2 ft (assist by L. Nance),79,81
332,3,0:03.0,Shooting foul by C. Osman (drawn by B. Ingram),,79,81
333,3,0:03.0,B. Ingram makes free throw 1 of 2,,80,81
334,3,0:03.0,B. Ingram makes free throw 2 of 2,,81,81
335,4,11:51.0,Personal foul by C. Osman (drawn by B. Ingram),,81,81
336,4,11:41.0,L. Stephenson misses 2-pt jump shot from 4 ft,,81,81
337,4,11:37.0,,Defensive rebound by L. Nance,81,81
338,4,11:17.0,,L. Nance misses 2-pt layup from 3 ft,81,81
339,4,11:15.0,Defensive rebound by T. Chandler,,81,81
340,4,11:11.0,Shooting foul by A. Harrison (drawn by B. Ingram),,81,81
341,4,11:11.0,B. Ingram misses free throw 1 of 2,,81,81
342,4,11:11.0,Offensive rebound by Team,,81,81
343,4,11:11.0,B. Ingram makes free throw 2 of 2,,82,81
344,4,10:59.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by A. Harrison),82,84
345,4,10:38.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,85,84
346,4,10:17.0,,A. Harrison makes 2-pt layup from 2 ft,85,86
347,4,10:04.0,B. Ingram makes 2-pt jump shot from 17 ft,,87,86
348,4,9:49.0,,J. Clarkson misses 3-pt jump shot from 26 ft,87,86
349,4,9:45.0,,Offensive rebound by Team,87,86
350,4,9:38.0,,K. Korver misses 3-pt jump shot from 25 ft,87,86
351,4,9:36.0,Defensive rebound by B. Ingram,,87,86
352,4,9:32.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,87,86
353,4,9:27.0,,Defensive rebound by L. Nance,87,86
354,4,9:22.0,,J. Clarkson makes 2-pt jump shot from 16 ft,87,88
355,4,9:06.0,B. Ingram misses 2-pt jump shot from 15 ft,,87,88
356,4,9:03.0,,Defensive rebound by L. Nance,87,88
357,4,8:55.0,,A. Harrison misses 2-pt jump shot from 17 ft,87,88
358,4,8:54.0,Defensive rebound by Team,,87,88
359,4,8:54.0,,Loose ball foul by L. Nance (drawn by T. Chandler),87,88
360,4,8:45.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,87,88
361,4,8:43.0,,Defensive rebound by C. Osman,87,88
362,4,8:39.0,,Personal foul by K. Caldwell-Pope (drawn by C. Osman),87,88
363,4,8:39.0,,R. Hood enters the game for A. Harrison,87,88
364,4,8:39.0,,C. Sexton enters the game for C. Osman,87,88
365,4,8:27.0,,L. Nance makes 2-pt dunk from 2 ft (assist by J. Clarkson),87,90
366,4,8:27.0,LA Lakers full timeout,,87,90
367,4,8:27.0,L. James enters the game for T. Chandler,,87,90
368,4,8:27.0,K. Kuzma enters the game for J. Hart,,87,90
369,4,8:27.0,J. McGee enters the game for B. Ingram,,87,90
370,4,8:14.0,L. James misses 3-pt jump shot from 25 ft,,87,90
371,4,8:10.0,,Defensive rebound by C. Sexton,87,90
372,4,8:02.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Nance),87,93
373,4,7:42.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,87,93
374,4,7:39.0,,Defensive rebound by J. Clarkson,87,93
375,4,7:33.0,,J. Clarkson makes 3-pt jump shot from 27 ft,87,96
376,4,7:31.0,LA Lakers full timeout,,87,96
377,4,7:31.0,L. Ball enters the game for J. McGee,,87,96
378,4,7:31.0,B. Ingram enters the game for L. Stephenson,,87,96
379,4,7:18.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,87,96
380,4,7:16.0,,Defensive rebound by K. Korver,87,96
381,4,6:53.0,,J. Clarkson misses 2-pt layup from 6 ft,87,96
382,4,6:50.0,,Offensive rebound by J. Clarkson,87,96
383,4,6:46.0,,C. Sexton misses 3-pt jump shot from 25 ft,87,96
384,4,6:43.0,Defensive rebound by L. James,,87,96
385,4,6:31.0,B. Ingram makes 2-pt jump shot from 8 ft,,89,96
386,4,6:05.0,,Turnover by L. Nance (lost ball; steal by K. Caldwell-Pope),89,96
387,4,6:02.0,L. James makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,91,96
388,4,6:02.0,,Cleveland full timeout,91,96
389,4,6:02.0,J. Hart enters the game for K. Caldwell-Pope,,91,96
