,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BOSTON_ACTION,NEW ORLEANS_SCORE,BOSTON_SCORE
42,1,5:30.0,,J. Brown enters the game for M. Smart,14,15
43,1,5:30.0,,S. Ojeleye enters the game for J. Tatum,14,15
44,1,5:30.0,,R. Williams enters the game for D. Theis,14,15
45,1,5:24.0,N. Mirotić misses 2-pt jump shot from 20 ft,,14,15
46,1,5:23.0,,Defensive rebound by J. Brown,14,15
47,1,5:08.0,,M. Morris misses 3-pt jump shot from 25 ft,14,15
48,1,5:07.0,Defensive rebound by A. Davis,,14,15
49,1,5:00.0,A. Davis misses 2-pt jump shot from 8 ft,,14,15
50,1,4:59.0,,Defensive rebound by M. Morris,14,15
51,1,4:51.0,,Turnover by J. Brown (lost ball; steal by J. Holiday),14,15
52,1,4:46.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by T. Frazier),,17,15
53,1,4:24.0,,M. Morris makes 2-pt layup at rim,17,17
54,1,4:20.0,Turnover by T. Frazier (bad pass),,17,17
55,1,4:20.0,D. Miller enters the game for T. Frazier,,17,17
56,1,4:10.0,,Shooting foul by A. Davis (drawn by M. Morris),17,17
57,1,4:10.0,,M. Morris makes free throw 1 of 2,17,18
58,1,4:10.0,,M. Morris makes free throw 2 of 2,17,19
59,1,4:03.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,19,19
60,1,3:39.0,,M. Morris makes 2-pt hook shot from 11 ft,19,21
61,1,3:30.0,N. Mirotić misses 3-pt jump shot from 25 ft,,19,21
62,1,3:29.0,,Defensive rebound by S. Ojeleye,19,21
63,1,3:24.0,,J. Brown misses 2-pt layup from 2 ft,19,21
64,1,3:24.0,Defensive rebound by N. Mirotić,,19,21
65,1,3:11.0,Turnover by J. Holiday (bad pass; steal by T. Rozier),,19,21
66,1,3:08.0,,J. Brown misses 3-pt jump shot from 23 ft,19,21
67,1,3:06.0,,Offensive rebound by R. Williams,19,21
68,1,3:06.0,,R. Williams misses 2-pt layup from 1 ft,19,21
69,1,3:04.0,,Offensive rebound by Team,19,21
70,1,3:00.0,,M. Morris misses 3-pt jump shot from 23 ft,19,21
71,1,2:58.0,Defensive rebound by J. Holiday,,19,21
72,1,2:51.0,A. Davis misses 2-pt hook shot from 4 ft (block by R. Williams),,19,21
73,1,2:50.0,,Defensive rebound by M. Morris,19,21
74,1,2:36.0,,J. Brown misses 3-pt jump shot from 25 ft,19,21
75,1,2:35.0,,Offensive rebound by S. Ojeleye,19,21
76,1,2:33.0,,Turnover by J. Brown (traveling),19,21
77,1,2:33.0,New Orleans full timeout,,19,21
78,1,2:33.0,T. Frazier enters the game for S. Hill,,19,21
79,1,2:33.0,W. Johnson enters the game for J. Holiday,,19,21
80,1,2:33.0,,J. Tatum enters the game for M. Morris,19,21
81,1,2:33.0,,B. Wanamaker enters the game for T. Rozier,19,21
82,1,2:19.0,A. Davis misses 2-pt jump shot from 12 ft,,19,21
83,1,2:15.0,,Defensive rebound by J. Tatum,19,21
84,1,2:10.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,19,21
85,1,2:09.0,Defensive rebound by A. Davis,,19,21
86,1,1:58.0,Turnover by T. Frazier (bad pass),,19,21
87,1,1:44.0,,J. Tatum makes 2-pt jump shot from 16 ft,19,23
88,1,1:28.0,N. Mirotić misses 3-pt jump shot from 23 ft,,19,23
89,1,1:26.0,,Defensive rebound by R. Williams,19,23
90,1,1:19.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),19,26
91,1,1:08.0,New Orleans full timeout,,19,26
92,1,0:58.0,T. Frazier misses 2-pt jump shot from 13 ft,,19,26
93,1,0:57.0,Offensive rebound by Team,,19,26
94,1,0:48.0,N. Mirotić misses 3-pt jump shot from 24 ft,,19,26
95,1,0:43.0,,Defensive rebound by B. Wanamaker,19,26
96,1,0:39.0,,Shooting foul by D. Miller (drawn by J. Brown),19,26
97,1,0:39.0,,J. Brown makes free throw 1 of 2,19,27
98,1,0:39.0,,J. Brown makes free throw 2 of 2,19,28
99,1,0:29.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Frazier),,21,28
100,1,0:07.0,,J. Tatum misses 3-pt jump shot from 25 ft,21,28
101,1,0:05.0,,Offensive rebound by R. Williams,21,28
102,1,0:05.0,,R. Williams misses 2-pt layup from 1 ft,21,28
103,1,0:01.0,Defensive rebound by A. Davis,,21,28
104,1,0:00.0,A. Davis misses 3-pt jump shot from 27 ft,,21,28
105,1,0:00.0,Offensive rebound by Team,,21,28
106,2,11:46.0,,Personal foul by D. Miller (drawn by J. Brown),21,28
107,2,11:38.0,,S. Ojeleye makes 2-pt layup from 1 ft (assist by B. Wanamaker),21,30
108,2,11:21.0,D. Miller makes 3-pt jump shot from 25 ft,,24,30
109,2,11:07.0,,J. Brown misses 2-pt layup from 1 ft,24,30
110,2,11:06.0,,Offensive rebound by J. Brown,24,30
111,2,11:05.0,,J. Brown misses 2-pt layup from 1 ft,24,30
112,2,11:04.0,,Offensive rebound by J. Brown,24,30
113,2,11:04.0,,Personal foul by T. Frazier (drawn by J. Brown),24,30
114,2,10:59.0,Loose ball foul by N. Mirotić (drawn by S. Ojeleye),,24,30
115,2,10:59.0,,S. Ojeleye makes free throw 1 of 2,24,31
116,2,10:59.0,C. Diallo enters the game for N. Mirotić,,24,31
117,2,10:59.0,,M. Smart enters the game for R. Williams,24,31
118,2,10:59.0,,S. Ojeleye makes free throw 2 of 2,24,32
119,2,10:51.0,Personal foul by J. Brown (drawn by C. Diallo),,24,32
120,2,10:46.0,D. Miller makes 3-pt jump shot from 24 ft (assist by T. Frazier),,27,32
121,2,10:26.0,,J. Tatum makes 2-pt jump shot from 14 ft,27,34
122,2,10:14.0,J. Randle makes 2-pt jump shot from 7 ft (assist by D. Miller),,29,34
123,2,10:04.0,,J. Brown misses 2-pt layup from 2 ft (block by C. Diallo),29,34
124,2,10:03.0,,Offensive rebound by J. Brown,29,34
125,2,10:01.0,,J. Brown makes 2-pt layup from 2 ft,29,36
126,2,9:40.0,T. Frazier misses 2-pt layup from 5 ft (block by J. Tatum),,29,36
127,2,9:39.0,,Defensive rebound by S. Ojeleye,29,36
128,2,9:38.0,,Personal foul by C. Diallo (drawn by J. Brown),29,36
129,2,9:27.0,,B. Wanamaker makes 2-pt layup from 2 ft,29,38
130,2,9:07.0,J. Randle misses 2-pt jump shot from 9 ft,,29,38
131,2,9:06.0,,Defensive rebound by B. Wanamaker,29,38
132,2,9:00.0,,Shooting foul by C. Diallo (drawn by J. Brown),29,38
133,2,9:00.0,,J. Brown makes free throw 1 of 2,29,39
134,2,9:00.0,,J. Brown misses free throw 2 of 2,29,39
135,2,8:58.0,Defensive rebound by C. Diallo,,29,39
136,2,8:48.0,J. Holiday misses 3-pt jump shot from 27 ft,,29,39
137,2,8:47.0,,Defensive rebound by S. Ojeleye,29,39
138,2,8:40.0,,Turnover by M. Smart (bad pass; steal by J. Holiday),29,39
139,2,8:35.0,Personal foul by J. Brown (drawn by T. Frazier),,29,39
140,2,8:35.0,,R. Williams enters the game for S. Ojeleye,29,39
141,2,8:24.0,J. Randle misses 2-pt jump shot from 9 ft (block by R. Williams),,29,39
142,2,8:20.0,Offensive rebound by J. Randle,,29,39
143,2,8:17.0,T. Frazier misses 3-pt jump shot from 22 ft,,29,39
144,2,8:17.0,,Defensive rebound by R. Williams,29,39
145,2,8:07.0,,J. Brown misses 2-pt layup from 3 ft,29,39
146,2,8:06.0,Defensive rebound by C. Diallo,,29,39
147,2,8:01.0,J. Randle makes 2-pt layup from 1 ft (assist by T. Frazier),,31,39
148,2,8:01.0,Shooting foul by M. Smart (drawn by J. Randle),,31,39
149,2,8:01.0,,M. Morris enters the game for J. Brown,31,39
150,2,8:01.0,J. Randle makes free throw 1 of 1,,32,39
151,2,7:48.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,32,39
152,2,7:47.0,Defensive rebound by D. Miller,,32,39
153,2,7:33.0,T. Frazier makes 3-pt jump shot from 23 ft (assist by J. Holiday),,35,39
154,2,7:10.0,,B. Wanamaker makes 2-pt jump shot from 9 ft (assist by M. Smart),35,41
155,2,7:04.0,Personal foul by B. Wanamaker (drawn by T. Frazier),,35,41
156,2,6:57.0,C. Diallo makes 2-pt dunk from 1 ft (assist by J. Randle),,37,41
157,2,6:34.0,,M. Morris makes 2-pt jump shot from 15 ft,37,43
158,2,6:21.0,J. Holiday misses 2-pt layup from 4 ft,,37,43
159,2,6:20.0,,Defensive rebound by Team,37,43
160,2,6:20.0,,Boston full timeout,37,43
161,2,6:20.0,A. Davis enters the game for C. Diallo,,37,43
162,2,6:20.0,S. Hill enters the game for D. Miller,,37,43
163,2,6:20.0,,T. Rozier enters the game for B. Wanamaker,37,43
164,2,6:10.0,,Shooting foul by T. Frazier (drawn by R. Williams),37,43
165,2,6:10.0,,R. Williams makes free throw 1 of 2,37,44
166,2,6:10.0,,R. Williams misses free throw 2 of 2,37,44
167,2,6:10.0,Defensive rebound by S. Hill,,37,44
168,2,5:56.0,A. Davis misses 2-pt jump shot from 18 ft,,37,44
169,2,5:55.0,,Defensive rebound by J. Tatum,37,44
170,2,5:46.0,,J. Tatum makes 2-pt dunk at rim,37,46
171,2,5:35.0,Shooting foul by M. Morris (drawn by J. Randle),,37,46
172,2,5:35.0,J. Randle misses free throw 1 of 2,,37,46
173,2,5:35.0,Offensive rebound by Team,,37,46
174,2,5:35.0,J. Randle makes free throw 2 of 2,,38,46
175,2,5:25.0,,Turnover by M. Smart (bad pass; steal by A. Davis),38,46
176,2,5:21.0,Turnover by J. Holiday (bad pass; steal by R. Williams),,38,46
177,2,5:16.0,,Shooting foul by T. Frazier (drawn by T. Rozier),38,46
178,2,5:16.0,,T. Rozier makes free throw 1 of 2,38,47
179,2,5:16.0,I. Clark enters the game for T. Frazier,,38,47
180,2,5:16.0,,D. Theis enters the game for R. Williams,38,47
181,2,5:16.0,,T. Rozier misses free throw 2 of 2,38,47
182,2,5:16.0,Defensive rebound by J. Randle,,38,47
183,2,5:06.0,A. Davis misses 2-pt jump shot from 10 ft,,38,47
184,2,5:05.0,,Defensive rebound by J. Tatum,38,47
185,2,4:55.0,,J. Tatum makes 2-pt jump shot from 16 ft,38,49
186,2,4:45.0,A. Davis makes 2-pt layup from 4 ft (assist by J. Randle),,40,49
187,2,4:45.0,Shooting foul by T. Rozier (drawn by A. Davis),,40,49
188,2,4:45.0,A. Davis makes free throw 1 of 1,,41,49
189,2,4:28.0,,T. Rozier makes 2-pt jump shot from 7 ft,41,51
190,2,4:21.0,A. Davis makes 2-pt hook shot from 8 ft (assist by S. Hill),,43,51
191,2,3:57.0,,Turnover by M. Smart (lost ball; steal by S. Hill),43,51
192,2,3:53.0,J. Randle misses 2-pt layup from 3 ft,,43,51
193,2,3:50.0,,Defensive rebound by T. Rozier,43,51
194,2,3:45.0,,M. Morris makes 2-pt layup from 4 ft (assist by T. Rozier),43,53
195,2,3:32.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,45,53
196,2,3:32.0,,J. Brown enters the game for J. Tatum,45,53
197,2,3:10.0,,M. Smart misses 2-pt jump shot from 14 ft,45,53
198,2,3:09.0,Defensive rebound by S. Hill,,45,53
199,2,3:01.0,Turnover by J. Randle (bad pass; steal by M. Smart),,45,53
200,2,2:53.0,,D. Theis misses 3-pt jump shot from 26 ft,45,53
201,2,2:52.0,Defensive rebound by S. Hill,,45,53
202,2,2:43.0,A. Davis misses 2-pt jump shot from 10 ft,,45,53
203,2,2:42.0,Offensive rebound by A. Davis,,45,53
204,2,2:41.0,Personal foul by D. Theis (drawn by A. Davis),,45,53
205,2,2:41.0,New Orleans full timeout,,45,53
206,2,2:41.0,,R. Williams enters the game for D. Theis,45,53
207,2,2:41.0,A. Davis misses free throw 1 of 2,,45,53
208,2,2:41.0,Offensive rebound by Team,,45,53
209,2,2:41.0,A. Davis makes free throw 2 of 2,,46,53
210,2,2:24.0,,R. Williams makes 2-pt dunk from 2 ft (assist by M. Smart),46,55
211,2,2:08.0,A. Davis makes 2-pt hook shot from 6 ft,,48,55
212,2,1:40.0,,M. Smart makes 2-pt jump shot from 14 ft,48,57
213,2,1:28.0,J. Randle makes 2-pt layup from 6 ft (assist by A. Davis),,50,57
214,2,1:20.0,,M. Smart misses 2-pt layup from 3 ft,50,57
215,2,1:19.0,,Offensive rebound by M. Smart,50,57
216,2,1:18.0,,M. Smart makes 2-pt layup from 2 ft,50,59
217,2,1:17.0,Turnover by J. Holiday (bad pass; steal by M. Smart),,50,59
218,2,1:06.0,,J. Brown misses 3-pt jump shot from 23 ft,50,59
219,2,1:03.0,Defensive rebound by S. Hill,,50,59
220,2,1:02.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by S. Hill),,53,59
221,2,0:33.0,,Turnover by Team (shot clock),53,59
222,2,0:33.0,,S. Ojeleye enters the game for M. Morris,53,59
223,2,0:21.0,A. Davis misses 2-pt hook shot from 7 ft,,53,59
224,2,0:17.0,,Defensive rebound by R. Williams,53,59
225,3,11:47.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Rozier),53,62
226,3,11:34.0,Turnover by J. Randle (bad pass),,53,62
227,3,11:19.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by M. Smart),53,65
228,3,10:59.0,A. Davis makes 2-pt jump shot from 14 ft,,55,65
229,3,10:38.0,,M. Morris makes 3-pt jump shot from 26 ft,55,68
230,3,10:26.0,A. Davis misses 2-pt jump shot from 14 ft,,55,68
231,3,10:24.0,,Defensive rebound by M. Smart,55,68
232,3,10:14.0,,M. Morris misses 3-pt jump shot from 26 ft,55,68
233,3,10:12.0,Defensive rebound by J. Randle,,55,68
234,3,9:59.0,Turnover by J. Holiday (lost ball; steal by T. Rozier),,55,68
235,3,9:54.0,,T. Rozier misses 3-pt jump shot from 25 ft,55,68
236,3,9:53.0,Defensive rebound by J. Randle,,55,68
237,3,9:40.0,S. Hill misses 3-pt jump shot from 27 ft,,55,68
238,3,9:39.0,Offensive rebound by J. Randle,,55,68
239,3,9:33.0,J. Randle makes 2-pt layup from 8 ft,,57,68
240,3,9:17.0,,J. Tatum misses 3-pt jump shot from 27 ft,57,68
241,3,9:14.0,Defensive rebound by J. Randle,,57,68
242,3,9:07.0,Turnover by S. Hill (bad pass; steal by M. Smart),,57,68
243,3,9:05.0,,Personal foul by J. Randle (drawn by T. Rozier),57,68
244,3,9:00.0,,D. Theis misses 3-pt jump shot from 27 ft,57,68
245,3,8:58.0,,Offensive rebound by Team,57,68
246,3,8:58.0,Loose ball foul by J. Randle (drawn by M. Morris),,57,68
247,3,8:51.0,,D. Theis makes 2-pt jump shot from 16 ft (assist by T. Rozier),57,70
248,3,8:40.0,J. Holiday misses 2-pt layup from 3 ft,,57,70
249,3,8:38.0,,Defensive rebound by D. Theis,57,70
250,3,8:28.0,,M. Smart misses 3-pt jump shot from 26 ft,57,70
251,3,8:26.0,Defensive rebound by Team,,57,70
252,3,8:26.0,,Loose ball foul by M. Morris (drawn by A. Davis),57,70
253,3,8:11.0,Personal foul by M. Morris (drawn by J. Randle),,57,70
254,3,8:07.0,J. Holiday misses 3-pt jump shot from 27 ft,,57,70
255,3,8:06.0,,Defensive rebound by M. Morris,57,70
256,3,7:58.0,,J. Tatum misses 2-pt layup from 2 ft,57,70
257,3,7:57.0,,Offensive rebound by J. Tatum,57,70
258,3,7:56.0,,J. Tatum makes 2-pt layup at rim,57,72
259,3,7:56.0,New Orleans full timeout,,57,72
260,3,7:56.0,D. Miller enters the game for S. Hill,,57,72
261,3,7:37.0,J. Holiday misses 3-pt jump shot from 26 ft,,57,72
262,3,7:36.0,,Defensive rebound by D. Theis,57,72
263,3,7:18.0,,T. Rozier misses 3-pt jump shot from 22 ft,57,72
264,3,7:17.0,Defensive rebound by J. Randle,,57,72
265,3,7:08.0,J. Randle makes 2-pt hook shot from 11 ft,,59,72
266,3,7:08.0,Shooting foul by M. Morris (drawn by J. Randle),,59,72
267,3,7:08.0,,S. Ojeleye enters the game for M. Morris,59,72
268,3,7:08.0,J. Randle makes free throw 1 of 1,,60,72
269,3,6:45.0,,Turnover by J. Tatum (lost ball; steal by J. Holiday),60,72
270,3,6:41.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Holiday),,62,72
271,3,6:16.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,62,72
272,3,6:15.0,,Offensive rebound by T. Rozier,62,72
273,3,6:09.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,62,72
274,3,6:08.0,Defensive rebound by J. Randle,,62,72
275,3,5:57.0,J. Randle misses 2-pt hook shot from 7 ft,,62,72
276,3,5:56.0,,Defensive rebound by J. Tatum,62,72
277,3,5:47.0,,D. Theis misses 3-pt jump shot from 27 ft,62,72
278,3,5:45.0,,Offensive rebound by T. Rozier,62,72
279,3,5:42.0,,M. Smart misses 3-pt jump shot from 24 ft,62,72
280,3,5:40.0,,Offensive rebound by T. Rozier,62,72
281,3,5:29.0,,M. Smart misses 3-pt jump shot from 27 ft,62,72
282,3,5:28.0,Defensive rebound by D. Miller,,62,72
283,3,5:21.0,New Orleans full timeout,,62,72
284,3,5:21.0,I. Clark enters the game for J. Holiday,,62,72
285,3,5:21.0,C. Diallo enters the game for J. Randle,,62,72
286,3,5:21.0,,J. Brown enters the game for J. Tatum,62,72
287,3,5:14.0,Personal foul by M. Smart (drawn by C. Diallo),,62,72
288,3,5:10.0,Personal foul by M. Smart (drawn by A. Davis),,62,72
289,3,5:10.0,A. Davis misses free throw 1 of 2,,62,72
290,3,5:10.0,Offensive rebound by Team,,62,72
291,3,5:10.0,A. Davis makes free throw 2 of 2,,63,72
292,3,4:51.0,,S. Ojeleye makes 2-pt jump shot from 16 ft (assist by T. Rozier),63,74
293,3,4:37.0,I. Clark misses 3-pt jump shot from 25 ft,,63,74
294,3,4:34.0,Offensive rebound by A. Davis,,63,74
295,3,4:32.0,A. Davis misses 2-pt layup from 3 ft,,63,74
296,3,4:31.0,,Defensive rebound by S. Ojeleye,63,74
297,3,4:16.0,,Shooting foul by I. Clark (drawn by M. Smart),63,74
298,3,4:16.0,,M. Smart misses free throw 1 of 2,63,74
299,3,4:16.0,,Offensive rebound by Team,63,74
300,3,4:16.0,,M. Smart misses free throw 2 of 2,63,74
301,3,4:16.0,Defensive rebound by C. Diallo,,63,74
302,3,4:07.0,I. Clark misses 3-pt jump shot from 23 ft,,63,74
303,3,4:05.0,Offensive rebound by T. Frazier,,63,74
304,3,3:56.0,,Violation by Team (kicked ball),63,74
305,3,3:56.0,,R. Williams enters the game for D. Theis,63,74
306,3,3:49.0,Shooting foul by J. Brown (drawn by A. Davis),,63,74
307,3,3:49.0,A. Davis makes free throw 1 of 2,,64,74
308,3,3:49.0,A. Davis makes free throw 2 of 2,,65,74
309,3,3:37.0,,S. Ojeleye makes 3-pt jump shot from 27 ft (assist by M. Smart),65,77
310,3,3:20.0,A. Davis makes 2-pt dunk from 1 ft (assist by T. Frazier),,67,77
311,3,3:02.0,,S. Ojeleye makes 2-pt layup from 1 ft (assist by M. Smart),67,79
312,3,2:40.0,I. Clark misses 3-pt jump shot from 24 ft,,67,79
313,3,2:39.0,,Defensive rebound by T. Rozier,67,79
314,3,2:32.0,,T. Rozier makes 2-pt jump shot from 10 ft,67,81
315,3,2:17.0,A. Davis misses 3-pt jump shot from 26 ft,,67,81
316,3,2:16.0,,Defensive rebound by J. Brown,67,81
317,3,2:09.0,,J. Brown misses 2-pt jump shot from 13 ft,67,81
318,3,2:07.0,Defensive rebound by C. Diallo,,67,81
319,3,1:59.0,Turnover by I. Clark (bad pass),,67,81
320,3,1:59.0,J. Holiday enters the game for T. Frazier,,67,81
321,3,1:59.0,,B. Wanamaker enters the game for M. Smart,67,81
322,3,1:38.0,,J. Brown misses 2-pt jump shot from 15 ft,67,81
323,3,1:37.0,Defensive rebound by C. Diallo,,67,81
324,3,1:23.0,A. Davis misses 2-pt layup from 1 ft,,67,81
325,3,1:21.0,,Defensive rebound by S. Ojeleye,67,81
326,3,1:18.0,,Turnover by B. Wanamaker (bad pass; steal by D. Miller),67,81
327,3,1:17.0,,Loose ball foul by J. Brown (drawn by D. Miller),67,81
328,3,1:17.0,D. Miller makes free throw 1 of 2,,68,81
329,3,1:17.0,J. Randle enters the game for A. Davis,,68,81
330,3,1:17.0,D. Miller misses free throw 2 of 2,,68,81
331,3,1:15.0,,Defensive rebound by R. Williams,68,81
332,3,0:57.0,,S. Ojeleye misses 3-pt jump shot from 28 ft,68,81
333,3,0:55.0,Defensive rebound by I. Clark,,68,81
334,3,0:51.0,Turnover by J. Randle (bad pass; steal by B. Wanamaker),,68,81
335,3,0:48.0,,R. Williams makes 2-pt dunk from 2 ft (assist by B. Wanamaker),68,83
336,3,0:40.0,D. Miller misses 3-pt jump shot from 26 ft,,68,83
337,3,0:39.0,,Defensive rebound by R. Williams,68,83
338,3,0:26.0,,S. Ojeleye misses 2-pt layup from 1 ft,68,83
339,3,0:25.0,Defensive rebound by J. Randle,,68,83
340,3,0:19.0,Shooting foul by J. Brown (drawn by J. Randle),,68,83
341,3,0:19.0,J. Randle makes free throw 1 of 2,,69,83
342,3,0:19.0,S. Hill enters the game for D. Miller,,69,83
343,3,0:19.0,,J. Tatum enters the game for J. Brown,69,83
344,3,0:19.0,J. Randle makes free throw 2 of 2,,70,83
345,3,0:09.0,,Turnover by B. Wanamaker (bad pass),70,83
346,3,0:09.0,D. Miller enters the game for S. Hill,,70,83
347,3,0:01.0,C. Diallo makes 2-pt layup from 3 ft,,72,83
348,4,11:45.0,A. Davis misses 2-pt jump shot from 19 ft,,72,83
349,4,11:43.0,,Defensive rebound by B. Wanamaker,72,83
350,4,11:31.0,,J. Tatum misses 2-pt layup from 4 ft,72,83
351,4,11:30.0,,Offensive rebound by R. Williams,72,83
352,4,11:29.0,,R. Williams makes 2-pt layup at rim,72,85
353,4,11:17.0,J. Holiday makes 2-pt jump shot from 9 ft,,74,85
354,4,10:56.0,,J. Tatum makes 2-pt jump shot from 17 ft,74,87
355,4,10:36.0,Offensive foul by J. Randle (drawn by M. Morris),,74,87
356,4,10:36.0,Turnover by J. Randle (offensive foul),,74,87
357,4,10:17.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by J. Tatum),74,90
358,4,9:57.0,J. Holiday misses 2-pt jump shot from 9 ft,,74,90
359,4,9:56.0,Offensive rebound by A. Davis,,74,90
360,4,9:54.0,A. Davis makes 2-pt hook shot from 9 ft,,76,90
361,4,9:38.0,,Shooting foul by J. Randle (drawn by M. Morris),76,90
362,4,9:38.0,,M. Morris makes free throw 1 of 3,76,91
363,4,9:38.0,,M. Morris makes free throw 2 of 3,76,92
364,4,9:38.0,,M. Morris misses free throw 3 of 3,76,92
365,4,9:38.0,Defensive rebound by J. Randle,,76,92
366,4,9:28.0,A. Davis makes 2-pt jump shot from 9 ft,,78,92
367,4,9:28.0,Shooting foul by R. Williams (drawn by A. Davis),,78,92
368,4,9:28.0,C. Diallo enters the game for J. Randle,,78,92
369,4,9:28.0,A. Davis makes free throw 1 of 1,,79,92
370,4,9:15.0,,B. Wanamaker misses 2-pt jump shot from 10 ft,79,92
371,4,9:14.0,Defensive rebound by I. Clark,,79,92
372,4,9:02.0,A. Davis makes 2-pt layup from 2 ft (assist by I. Clark),,81,92
373,4,8:43.0,,Turnover by J. Tatum (bad pass; steal by A. Davis),81,92
374,4,8:41.0,Personal foul by S. Ojeleye (drawn by A. Davis),,81,92
375,4,8:41.0,,J. Brown enters the game for S. Ojeleye,81,92
376,4,8:34.0,A. Davis misses 2-pt jump shot from 16 ft,,81,92
377,4,8:33.0,,Defensive rebound by Team,81,92
378,4,8:33.0,Loose ball foul by C. Diallo (drawn by M. Morris),,81,92
379,4,8:25.0,,Personal foul by D. Miller (drawn by R. Williams),81,92
380,4,8:15.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Brown),81,95
381,4,8:01.0,I. Clark misses 2-pt jump shot from 21 ft,,81,95
382,4,8:00.0,,Defensive rebound by J. Brown,81,95
383,4,7:56.0,,J. Tatum makes 2-pt dunk at rim (assist by J. Brown),81,97
384,4,7:40.0,A. Davis misses 2-pt jump shot from 8 ft (block by R. Williams),,81,97
385,4,7:39.0,,Defensive rebound by R. Williams,81,97
386,4,7:27.0,,Boston full timeout,81,97
387,4,7:15.0,,J. Brown makes 3-pt jump shot from 22 ft,81,100
388,4,7:03.0,J. Holiday misses 2-pt jump shot from 13 ft (block by J. Brown),,81,100
