,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
248,3,5:34.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Brown),,78,76
249,3,5:21.0,,R. Hood makes 2-pt jump shot from 17 ft,78,78
250,3,5:02.0,W. Ellington makes 2-pt layup from 3 ft (assist by B. Brown),,80,78
251,3,4:50.0,,Personal foul by B. Griffin (drawn by R. Hood),80,78
252,3,4:38.0,,D. Lillard misses 3-pt jump shot from 26 ft,80,78
253,3,4:36.0,Defensive rebound by Team,,80,78
254,3,4:36.0,Detroit full timeout,,80,78
255,3,4:21.0,Turnover by B. Griffin (traveling),,80,78
256,3,4:05.0,,A. Aminu makes 2-pt layup from 1 ft,80,80
257,3,4:05.0,,S. Curry enters the game for M. Harkless,80,80
258,3,3:42.0,R. Jackson makes 3-pt jump shot from 31 ft (assist by B. Griffin),,83,80
259,3,3:23.0,,J. Nurkić makes 2-pt jump shot from 18 ft,83,82
260,3,3:16.0,Turnover by R. Jackson (bad pass; steal by A. Aminu),,83,82
261,3,3:03.0,,Offensive foul by J. Nurkić (drawn by B. Griffin),83,82
262,3,3:03.0,,Turnover by J. Nurkić (offensive foul),83,82
263,3,2:53.0,W. Ellington misses 3-pt jump shot from 23 ft,,83,82
264,3,2:48.0,,Defensive rebound by S. Curry,83,82
265,3,2:38.0,,R. Hood misses 3-pt jump shot from 23 ft,83,82
266,3,2:36.0,Defensive rebound by R. Jackson,,83,82
267,3,2:22.0,A. Drummond makes 2-pt layup from 1 ft (assist by W. Ellington),,85,82
268,3,2:15.0,,Personal foul by B. Brown (drawn by D. Lillard),85,82
269,3,2:15.0,,D. Lillard makes free throw 1 of 2,85,83
270,3,2:15.0,L. Galloway enters the game for B. Brown,,85,83
271,3,2:15.0,L. Kennard enters the game for W. Ellington,,85,83
272,3,2:15.0,T. Maker enters the game for B. Griffin,,85,83
273,3,2:15.0,,E. Freedom enters the game for J. Nurkić,85,83
274,3,2:15.0,,D. Lillard makes free throw 2 of 2,85,84
275,3,2:05.0,R. Jackson makes 2-pt layup from 2 ft,,87,84
276,3,1:50.0,,A. Aminu misses 3-pt jump shot from 24 ft,87,84
277,3,1:47.0,Defensive rebound by Team,,87,84
278,3,1:25.0,L. Kennard makes 2-pt jump shot from 16 ft,,89,84
279,3,1:10.0,,D. Lillard misses 2-pt layup from 1 ft,89,84
280,3,1:05.0,,Offensive rebound by E. Freedom,89,84
281,3,1:05.0,,E. Freedom makes 2-pt dunk at rim,89,86
282,3,0:52.0,L. Kennard misses 2-pt jump shot from 17 ft,,89,86
283,3,0:50.0,,Defensive rebound by E. Freedom,89,86
284,3,0:35.0,,Shooting foul by T. Maker (drawn by D. Lillard),89,86
285,3,0:35.0,,D. Lillard misses free throw 1 of 2,89,86
286,3,0:35.0,,Offensive rebound by Team,89,86
287,3,0:35.0,,Z. Collins enters the game for A. Aminu,89,86
288,3,0:35.0,,D. Lillard makes free throw 2 of 2,89,87
289,3,0:23.0,T. Maker makes 3-pt jump shot from 23 ft (assist by L. Kennard),,92,87
290,3,0:01.0,,D. Lillard makes 2-pt layup from 1 ft,92,89
291,3,0:00.0,R. Jackson misses 3-pt jump shot from 56 ft,,92,89
292,3,0:00.0,Offensive rebound by Team,,92,89
293,4,11:46.0,I. Smith makes 3-pt jump shot from 23 ft (assist by L. Kennard),,95,89
294,4,11:24.0,,E. Freedom misses 2-pt hook shot from 5 ft,95,89
295,4,11:22.0,Defensive rebound by T. Maker,,95,89
296,4,11:03.0,L. Kennard misses 2-pt hook shot from 3 ft,,95,89
297,4,11:02.0,,Defensive rebound by E. Turner,95,89
298,4,10:56.0,,R. Hood misses 3-pt jump shot from 25 ft,95,89
299,4,10:52.0,,Offensive rebound by E. Freedom,95,89
300,4,10:50.0,,E. Freedom makes 2-pt layup from 1 ft,95,91
301,4,10:35.0,Shooting foul by E. Freedom (drawn by A. Drummond),,95,91
302,4,10:35.0,A. Drummond makes free throw 1 of 2,,96,91
303,4,10:35.0,A. Drummond makes free throw 2 of 2,,97,91
304,4,10:11.0,,Turnover by E. Turner (lost ball; steal by I. Smith),97,91
305,4,10:01.0,Turnover by L. Kennard (lost ball; steal by E. Turner),,97,91
306,4,9:57.0,,Shooting foul by T. Maker (drawn by R. Hood),97,91
307,4,9:57.0,,R. Hood misses free throw 1 of 2,97,91
308,4,9:57.0,,Offensive rebound by Team,97,91
309,4,9:57.0,,R. Hood makes free throw 2 of 2,97,92
310,4,9:35.0,I. Smith misses 2-pt jump shot from 21 ft (block by Z. Collins),,97,92
311,4,9:32.0,,Defensive rebound by E. Turner,97,92
312,4,9:21.0,,R. Hood makes 2-pt jump shot from 7 ft,97,94
313,4,9:04.0,L. Kennard makes 2-pt layup from 1 ft,,99,94
314,4,9:01.0,Violation by Team (delay of game),,99,94
315,4,8:50.0,,Z. Collins misses 3-pt jump shot from 25 ft,99,94
316,4,8:47.0,,Offensive rebound by E. Freedom,99,94
317,4,8:46.0,,E. Freedom makes 2-pt layup from 1 ft,99,96
318,4,8:25.0,Turnover by I. Smith (bad pass; steal by E. Freedom),,99,96
319,4,8:23.0,,S. Curry misses 2-pt layup from 2 ft (block by T. Maker),99,96
320,4,8:23.0,,Offensive rebound by Team,99,96
321,4,8:23.0,,D. Lillard enters the game for R. Hood,99,96
322,4,8:12.0,,Z. Collins misses 3-pt jump shot from 26 ft,99,96
323,4,8:11.0,,Offensive rebound by S. Curry,99,96
324,4,8:05.0,,S. Curry misses 3-pt jump shot from 29 ft,99,96
325,4,8:02.0,Defensive rebound by L. Galloway,,99,96
326,4,7:53.0,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),,101,96
327,4,7:31.0,,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),101,98
328,4,7:29.0,Detroit full timeout,,101,98
329,4,7:29.0,B. Griffin enters the game for A. Drummond,,101,98
330,4,7:29.0,,A. Aminu enters the game for Z. Collins,101,98
331,4,7:05.0,B. Griffin misses 3-pt jump shot from 25 ft,,101,98
332,4,7:03.0,,Defensive rebound by E. Turner,101,98
333,4,6:58.0,,Turnover by E. Turner (bad pass; steal by I. Smith),101,98
334,4,6:54.0,I. Smith makes 2-pt layup at rim,,103,98
335,4,6:33.0,Violation by Team (kicked ball),,103,98
336,4,6:24.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),103,101
337,4,5:59.0,Turnover by Team (shot clock),,103,101
338,4,5:59.0,,M. Harkless enters the game for E. Turner,103,101
339,4,5:46.0,,Shooting foul by L. Kennard (drawn by A. Aminu),103,101
340,4,5:46.0,,A. Aminu makes free throw 1 of 3,103,102
341,4,5:46.0,,A. Aminu makes free throw 2 of 3,103,103
342,4,5:46.0,A. Drummond enters the game for T. Maker,,103,103
343,4,5:46.0,,A. Aminu misses free throw 3 of 3,103,103
344,4,5:44.0,Defensive rebound by A. Drummond,,103,103
345,4,5:35.0,B. Griffin makes 3-pt jump shot from 25 ft,,106,103
346,4,5:10.0,,D. Lillard misses 3-pt jump shot from 27 ft,106,103
347,4,5:06.0,Defensive rebound by L. Kennard,,106,103
348,4,4:58.0,Turnover by I. Smith (out of bounds lost ball),,106,103
349,4,4:42.0,,A. Aminu misses 3-pt jump shot from 25 ft,106,103
350,4,4:39.0,Defensive rebound by A. Drummond,,106,103
351,4,4:28.0,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),,108,103
352,4,4:28.0,Shooting foul by M. Harkless (drawn by A. Drummond),,108,103
353,4,4:28.0,W. Ellington enters the game for L. Kennard,,108,103
354,4,4:28.0,R. Jackson enters the game for I. Smith,,108,103
355,4,4:28.0,,J. Nurkić enters the game for E. Freedom,108,103
356,4,4:28.0,A. Drummond makes free throw 1 of 1,,109,103
357,4,4:12.0,,A. Aminu makes 2-pt jump shot from 6 ft (assist by D. Lillard),109,105
358,4,3:44.0,R. Jackson misses 2-pt jump shot from 15 ft,,109,105
359,4,3:43.0,,Defensive rebound by Team,109,105
360,4,3:43.0,Loose ball foul by A. Drummond (drawn by J. Nurkić),,109,105
361,4,3:43.0,,Portland full timeout,109,105
362,4,3:23.0,,Personal foul by A. Drummond (drawn by J. Nurkić),109,105
363,4,3:14.0,,D. Lillard misses 3-pt jump shot from 26 ft,109,105
364,4,3:10.0,Defensive rebound by B. Griffin,,109,105
365,4,3:00.0,Personal foul by J. Nurkić (drawn by B. Griffin),,109,105
366,4,2:49.0,B. Griffin misses 2-pt layup from 2 ft,,109,105
367,4,2:48.0,,Defensive rebound by D. Lillard,109,105
368,4,2:39.0,,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),109,107
369,4,2:13.0,L. Galloway misses 3-pt jump shot from 25 ft,,109,107
370,4,2:11.0,,Defensive rebound by A. Aminu,109,107
371,4,1:58.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),109,109
372,4,1:58.0,Detroit full timeout,,109,109
373,4,1:58.0,L. Kennard enters the game for W. Ellington,,109,109
374,4,1:48.0,A. Drummond misses 2-pt layup from 2 ft (block by J. Nurkić),,109,109
375,4,1:45.0,,Defensive rebound by S. Curry,109,109
376,4,1:37.0,,D. Lillard makes 3-pt jump shot from 27 ft,109,112
377,4,1:37.0,,Shooting foul by L. Kennard (drawn by D. Lillard),109,112
378,4,1:37.0,,D. Lillard makes free throw 1 of 1,109,113
379,4,1:27.0,B. Griffin misses 3-pt jump shot from 23 ft,,109,113
380,4,1:23.0,,Defensive rebound by A. Aminu,109,113
381,4,1:13.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by M. Harkless),109,115
382,4,0:55.0,L. Kennard misses 2-pt jump shot from 20 ft,,109,115
383,4,0:54.0,,Defensive rebound by S. Curry,109,115
