,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,HOUSTON_ACTION,NEW ORLEANS_SCORE,HOUSTON_SCORE
47,1,6:31.0,,Defensive rebound by K. Faried,14,19
48,1,6:19.0,,J. Harden misses 2-pt layup from 2 ft,14,19
49,1,6:18.0,Defensive rebound by J. Holiday,,14,19
50,1,6:07.0,S. Hill misses 3-pt jump shot from 22 ft,,14,19
51,1,6:07.0,,Defensive rebound by C. Paul,14,19
52,1,5:56.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),14,22
53,1,5:33.0,F. Jackson misses 3-pt jump shot from 23 ft,,14,22
54,1,5:32.0,,Defensive rebound by P. Tucker,14,22
55,1,5:22.0,,J. Harden makes 2-pt jump shot from 8 ft,14,24
56,1,5:12.0,J. Holiday misses 2-pt jump shot from 3 ft,,14,24
57,1,5:11.0,Offensive rebound by J. Holiday,,14,24
58,1,5:05.0,J. Holiday misses 2-pt jump shot from 21 ft,,14,24
59,1,5:04.0,,Defensive rebound by K. Faried,14,24
60,1,4:56.0,,P. Tucker misses 3-pt jump shot from 23 ft,14,24
61,1,4:55.0,Defensive rebound by J. Okafor,,14,24
62,1,4:46.0,Shooting foul by E. Gordon (drawn by J. Okafor),,14,24
63,1,4:46.0,,Houston full timeout,14,24
64,1,4:46.0,K. Williams enters the game for S. Hill,,14,24
65,1,4:46.0,,J. Ennis enters the game for K. Faried,14,24
66,1,4:46.0,,N. Hilário enters the game for E. Gordon,14,24
67,1,4:46.0,,A. Rivers enters the game for C. Paul,14,24
68,1,4:46.0,J. Okafor makes free throw 1 of 2,,15,24
69,1,4:46.0,J. Okafor makes free throw 2 of 2,,16,24
70,1,4:34.0,,J. Harden misses 3-pt jump shot from 26 ft,16,24
71,1,4:33.0,Defensive rebound by J. Okafor,,16,24
72,1,4:16.0,J. Holiday makes 3-pt jump shot from 26 ft,,19,24
73,1,3:57.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by A. Rivers),19,27
74,1,3:41.0,J. Holiday misses 3-pt jump shot from 26 ft,,19,27
75,1,3:40.0,Offensive rebound by F. Jackson,,19,27
76,1,3:34.0,F. Jackson makes 2-pt layup from 5 ft,,21,27
77,1,3:18.0,,J. Harden makes 3-pt jump shot from 26 ft,21,30
78,1,3:06.0,Turnover by J. Holiday (bad pass),,21,30
79,1,3:06.0,C. Diallo enters the game for J. Okafor,,21,30
80,1,3:06.0,,G. Green enters the game for P. Tucker,21,30
81,1,2:54.0,,Turnover by J. Harden (bad pass; steal by D. Miller),21,30
82,1,2:46.0,K. Williams misses 2-pt jump shot from 11 ft,,21,30
83,1,2:45.0,Offensive rebound by K. Williams,,21,30
84,1,2:44.0,K. Williams misses 2-pt layup from 3 ft (block by G. Green),,21,30
85,1,2:44.0,Offensive rebound by K. Williams,,21,30
86,1,2:42.0,F. Jackson misses 3-pt jump shot from 23 ft,,21,30
87,1,2:41.0,,Defensive rebound by J. Ennis,21,30
88,1,2:28.0,,J. Ennis makes 3-pt jump shot from 27 ft (assist by N. Hilário),21,33
89,1,2:22.0,New Orleans full timeout,,21,33
90,1,2:22.0,I. Clark enters the game for F. Jackson,,21,33
91,1,2:09.0,K. Williams makes 2-pt hook shot from 7 ft (assist by D. Miller),,23,33
92,1,1:55.0,,A. Rivers makes 2-pt layup from 3 ft,23,35
93,1,1:55.0,Violation by Team (def goaltending),,23,35
94,1,1:38.0,I. Clark makes 3-pt jump shot from 26 ft (assist by J. Holiday),,26,35
95,1,1:30.0,,Personal foul by C. Diallo (drawn by J. Harden),26,35
96,1,1:22.0,,A. Rivers misses 3-pt jump shot from 23 ft,26,35
97,1,1:19.0,Defensive rebound by K. Williams,,26,35
98,1,1:07.0,D. Miller makes 2-pt jump shot from 12 ft (assist by J. Holiday),,28,35
99,1,0:54.0,,J. Harden misses 2-pt layup from 5 ft (block by J. Holiday),28,35
100,1,0:53.0,Defensive rebound by I. Clark,,28,35
101,1,0:48.0,J. Holiday misses 2-pt jump shot from 8 ft,,28,35
102,1,0:47.0,,Defensive rebound by N. Hilário,28,35
103,1,0:28.0,,J. Harden misses 3-pt jump shot from 25 ft,28,35
104,1,0:26.0,,Offensive rebound by G. Green,28,35
105,1,0:25.0,,G. Green misses 3-pt jump shot from 25 ft,28,35
106,1,0:24.0,Defensive rebound by C. Diallo,,28,35
107,1,0:00.0,J. Holiday misses 3-pt jump shot from 29 ft,,28,35
108,1,0:00.0,Offensive rebound by Team,,28,35
109,2,11:48.0,,G. Green misses 2-pt jump shot from 15 ft,28,35
110,2,11:47.0,Defensive rebound by C. Diallo,,28,35
111,2,11:36.0,K. Williams makes 2-pt jump shot from 11 ft (assist by T. Frazier),,30,35
112,2,11:20.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by A. Rivers),30,38
113,2,11:05.0,Turnover by I. Clark (bad pass; steal by K. Faried),,30,38
114,2,10:57.0,,Turnover by A. Rivers (bad pass; steal by W. Johnson),30,38
115,2,10:53.0,W. Johnson makes 2-pt dunk from 1 ft,,32,38
116,2,10:45.0,,E. Gordon makes 3-pt jump shot from 26 ft,32,41
117,2,10:30.0,K. Williams makes 2-pt jump shot from 20 ft (assist by T. Frazier),,34,41
118,2,10:13.0,,K. Faried makes 2-pt layup from 1 ft (assist by J. Ennis),34,43
119,2,10:13.0,,Shooting foul by C. Diallo (drawn by K. Faried),34,43
120,2,10:13.0,,C. Paul enters the game for G. Green,34,43
121,2,10:13.0,,K. Faried misses free throw 1 of 1,34,43
122,2,10:13.0,Defensive rebound by K. Williams,,34,43
123,2,9:55.0,W. Johnson misses 2-pt jump shot from 18 ft,,34,43
124,2,9:54.0,Offensive rebound by C. Diallo,,34,43
125,2,9:47.0,T. Frazier misses 2-pt jump shot from 19 ft,,34,43
126,2,9:44.0,Offensive rebound by K. Williams,,34,43
127,2,9:39.0,C. Diallo misses 2-pt layup from 3 ft,,34,43
128,2,9:37.0,,Defensive rebound by K. Faried,34,43
129,2,9:33.0,,E. Gordon misses 3-pt jump shot from 26 ft,34,43
130,2,9:30.0,Defensive rebound by C. Diallo,,34,43
131,2,9:25.0,Shooting foul by C. Paul (drawn by W. Johnson),,34,43
132,2,9:25.0,W. Johnson makes free throw 1 of 3,,35,43
133,2,9:25.0,W. Johnson misses free throw 2 of 3,,35,43
134,2,9:25.0,Offensive rebound by Team,,35,43
135,2,9:25.0,,G. Green enters the game for J. Ennis,35,43
136,2,9:25.0,W. Johnson misses free throw 3 of 3,,35,43
137,2,9:25.0,,Defensive rebound by E. Gordon,35,43
138,2,9:13.0,,Shooting foul by T. Frazier (drawn by K. Faried),35,43
139,2,9:13.0,,K. Faried makes free throw 1 of 2,35,44
140,2,9:13.0,,K. Faried makes free throw 2 of 2,35,45
141,2,9:00.0,W. Johnson makes 2-pt jump shot from 18 ft,,37,45
142,2,8:41.0,,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),37,47
143,2,8:26.0,I. Clark makes 2-pt layup from 2 ft (assist by T. Frazier),,39,47
144,2,8:13.0,,K. Faried misses 2-pt layup from 2 ft,39,47
145,2,8:11.0,Defensive rebound by T. Frazier,,39,47
146,2,8:07.0,C. Diallo misses 2-pt layup from 3 ft,,39,47
147,2,8:07.0,,Defensive rebound by K. Faried,39,47
148,2,7:58.0,,G. Green makes 2-pt layup from 5 ft (assist by C. Paul),39,49
149,2,7:46.0,W. Johnson misses 3-pt jump shot from 26 ft,,39,49
150,2,7:45.0,,Defensive rebound by E. Gordon,39,49
151,2,7:38.0,,K. Faried makes 2-pt layup from 2 ft,39,51
152,2,7:38.0,,Shooting foul by W. Johnson (drawn by K. Faried),39,51
153,2,7:38.0,D. Miller enters the game for C. Diallo,,39,51
154,2,7:38.0,J. Okafor enters the game for W. Johnson,,39,51
155,2,7:38.0,,K. Faried makes free throw 1 of 1,39,52
156,2,7:28.0,D. Miller makes 3-pt jump shot from 26 ft (assist by T. Frazier),,42,52
157,2,7:02.0,,C. Paul makes 2-pt jump shot from 17 ft,42,54
158,2,6:48.0,I. Clark makes 3-pt jump shot from 26 ft (assist by T. Frazier),,45,54
159,2,6:35.0,,G. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),45,57
160,2,6:18.0,I. Clark misses 3-pt jump shot from 24 ft,,45,57
161,2,6:17.0,Offensive rebound by K. Williams,,45,57
162,2,6:09.0,I. Clark makes 2-pt layup from 3 ft (assist by T. Frazier),,47,57
163,2,6:01.0,,Houston full timeout,47,57
164,2,6:01.0,,J. Harden enters the game for K. Faried,47,57
165,2,6:01.0,,P. Tucker enters the game for E. Gordon,47,57
166,2,5:45.0,,C. Paul misses 3-pt jump shot from 26 ft,47,57
167,2,5:44.0,Defensive rebound by I. Clark,,47,57
168,2,5:38.0,T. Frazier makes 2-pt layup from 2 ft,,49,57
169,2,5:25.0,,Shooting foul by D. Miller (drawn by J. Harden),49,57
170,2,5:25.0,,J. Harden makes free throw 1 of 2,49,58
171,2,5:25.0,,J. Ennis enters the game for G. Green,49,58
172,2,5:25.0,,J. Harden makes free throw 2 of 2,49,59
173,2,5:15.0,I. Clark misses 3-pt jump shot from 26 ft,,49,59
174,2,5:14.0,,Defensive rebound by J. Ennis,49,59
175,2,5:14.0,J. Holiday enters the game for I. Clark,,49,59
176,2,5:14.0,F. Jackson enters the game for T. Frazier,,49,59
177,2,4:48.0,,J. Harden misses 3-pt jump shot from 23 ft,49,59
178,2,4:47.0,Defensive rebound by K. Williams,,49,59
179,2,4:38.0,D. Miller misses 3-pt jump shot from 27 ft,,49,59
180,2,4:37.0,,Defensive rebound by C. Paul,49,59
181,2,4:31.0,,P. Tucker makes 2-pt layup from 1 ft (assist by C. Paul),49,61
182,2,4:19.0,Offensive foul by J. Okafor (drawn by A. Rivers),,49,61
183,2,4:19.0,Turnover by J. Okafor (offensive foul),,49,61
184,2,4:19.0,S. Hill enters the game for D. Miller,,49,61
185,2,4:19.0,,K. Faried enters the game for C. Paul,49,61
186,2,4:19.0,,E. Gordon enters the game for A. Rivers,49,61
187,2,4:07.0,,K. Faried makes 2-pt layup from 1 ft (assist by J. Harden),49,63
188,2,3:59.0,Shooting foul by J. Ennis (drawn by S. Hill),,49,63
189,2,3:59.0,S. Hill makes free throw 1 of 2,,50,63
190,2,3:59.0,D. Miller enters the game for K. Williams,,50,63
191,2,3:59.0,S. Hill makes free throw 2 of 2,,51,63
192,2,3:45.0,,J. Harden makes 2-pt layup from 1 ft,51,65
193,2,3:29.0,F. Jackson misses 3-pt jump shot from 23 ft,,51,65
194,2,3:28.0,,Defensive rebound by J. Harden,51,65
195,2,3:17.0,,Personal foul by J. Holiday (drawn by P. Tucker),51,65
196,2,3:17.0,,P. Tucker misses free throw 1 of 2,51,65
197,2,3:17.0,,Offensive rebound by Team,51,65
198,2,3:17.0,,P. Tucker makes free throw 2 of 2,51,66
199,2,3:05.0,F. Jackson misses 2-pt layup from 3 ft (block by J. Harden),,51,66
200,2,3:02.0,,Defensive rebound by J. Harden,51,66
201,2,3:02.0,,Turnover by K. Faried (out of bounds lost ball),51,66
202,2,2:51.0,J. Okafor makes 2-pt dunk from 1 ft (assist by D. Miller),,53,66
203,2,2:29.0,,P. Tucker misses 3-pt jump shot from 23 ft,53,66
204,2,2:26.0,Defensive rebound by J. Holiday,,53,66
205,2,2:23.0,J. Holiday misses 2-pt layup from 5 ft (block by P. Tucker),,53,66
206,2,2:23.0,Offensive rebound by Team,,53,66
207,2,2:23.0,New Orleans full timeout,,53,66
208,2,2:23.0,,A. Rivers enters the game for J. Ennis,53,66
209,2,2:15.0,D. Miller misses 3-pt jump shot from 26 ft,,53,66
210,2,2:12.0,,Defensive rebound by E. Gordon,53,66
211,2,2:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,53,66
212,2,1:59.0,Defensive rebound by F. Jackson,,53,66
213,2,1:48.0,J. Okafor makes 2-pt jump shot from 10 ft (assist by F. Jackson),,55,66
214,2,1:29.0,,Turnover by J. Harden (bad pass; steal by F. Jackson),55,66
215,2,1:25.0,F. Jackson makes 2-pt layup from 1 ft,,57,66
216,2,1:11.0,,P. Tucker misses 2-pt layup from 1 ft (block by J. Holiday),57,66
217,2,1:09.0,Defensive rebound by F. Jackson,,57,66
218,2,0:50.0,D. Miller misses 3-pt jump shot from 26 ft,,57,66
219,2,0:48.0,,Defensive rebound by P. Tucker,57,66
220,2,0:31.0,,E. Gordon misses 3-pt jump shot from 23 ft,57,66
221,2,0:29.0,Defensive rebound by S. Hill,,57,66
222,2,0:19.0,J. Okafor misses 2-pt jump shot from 7 ft,,57,66
223,2,0:18.0,Offensive rebound by J. Okafor,,57,66
224,2,0:18.0,Shooting foul by K. Faried (drawn by J. Okafor),,57,66
225,2,0:18.0,J. Okafor makes free throw 1 of 2,,58,66
226,2,0:18.0,J. Okafor makes free throw 2 of 2,,59,66
227,2,0:03.0,,J. Harden misses 2-pt layup from 5 ft (block by J. Holiday),59,66
228,2,0:02.0,,Offensive rebound by J. Harden,59,66
229,2,0:01.0,,Turnover by J. Harden (lost ball; steal by S. Hill),59,66
230,3,11:43.0,,P. Tucker misses 3-pt jump shot from 24 ft,59,66
231,3,11:41.0,Defensive rebound by J. Okafor,,59,66
232,3,11:22.0,F. Jackson makes 2-pt layup from 2 ft,,61,66
233,3,11:08.0,,K. Faried makes 2-pt layup from 4 ft (assist by P. Tucker),61,68
234,3,10:48.0,J. Holiday misses 2-pt hook shot from 5 ft,,61,68
235,3,10:47.0,,Defensive rebound by J. Harden,61,68
236,3,10:36.0,,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Harden),61,71
237,3,10:24.0,S. Hill makes 2-pt layup from 2 ft (assist by D. Miller),,63,71
238,3,10:17.0,,K. Faried misses 2-pt layup from 1 ft,63,71
239,3,10:17.0,,Offensive rebound by K. Faried,63,71
240,3,10:17.0,,K. Faried misses 2-pt layup at rim,63,71
241,3,10:15.0,,Offensive rebound by K. Faried,63,71
242,3,10:14.0,,K. Faried makes 2-pt layup from 1 ft,63,73
243,3,9:59.0,J. Okafor makes 2-pt layup from 1 ft (assist by J. Holiday),,65,73
244,3,9:39.0,,K. Faried misses 2-pt layup from 3 ft,65,73
245,3,9:38.0,,Offensive rebound by C. Paul,65,73
246,3,9:38.0,,C. Paul makes 2-pt layup at rim,65,75
247,3,9:29.0,D. Miller misses 3-pt jump shot from 25 ft,,65,75
248,3,9:27.0,,Defensive rebound by J. Harden,65,75
249,3,9:18.0,,K. Faried misses 2-pt layup from 2 ft,65,75
250,3,9:17.0,Defensive rebound by J. Holiday,,65,75
251,3,9:10.0,Personal foul by E. Gordon (drawn by F. Jackson),,65,75
252,3,9:01.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,68,75
253,3,8:50.0,,Personal foul by S. Hill (drawn by K. Faried),68,75
254,3,8:37.0,,C. Paul makes 3-pt jump shot from 26 ft,68,78
255,3,8:29.0,D. Miller misses 3-pt jump shot from 26 ft,,68,78
256,3,8:28.0,Offensive rebound by J. Okafor,,68,78
257,3,8:24.0,J. Okafor makes 2-pt layup from 1 ft,,70,78
258,3,8:14.0,,J. Harden misses 3-pt jump shot from 26 ft,70,78
259,3,8:13.0,Defensive rebound by D. Miller,,70,78
260,3,8:08.0,Shooting foul by C. Paul (drawn by F. Jackson),,70,78
261,3,8:08.0,F. Jackson makes free throw 1 of 2,,71,78
262,3,8:08.0,F. Jackson makes free throw 2 of 2,,72,78
263,3,7:56.0,,P. Tucker misses 3-pt jump shot from 25 ft,72,78
264,3,7:55.0,Defensive rebound by F. Jackson,,72,78
265,3,7:47.0,F. Jackson misses 3-pt jump shot from 26 ft,,72,78
266,3,7:47.0,,Defensive rebound by C. Paul,72,78
267,3,7:33.0,,K. Faried misses 2-pt dunk from 2 ft,72,78
268,3,7:33.0,Defensive rebound by J. Okafor,,72,78
269,3,7:26.0,D. Miller makes 2-pt layup from 2 ft (assist by J. Holiday),,74,78
270,3,7:16.0,,Shooting foul by J. Okafor (drawn by J. Harden),74,78
271,3,7:16.0,,J. Harden makes free throw 1 of 2,74,79
272,3,7:16.0,,N. Hilário enters the game for K. Faried,74,79
273,3,7:16.0,,J. Harden makes free throw 2 of 2,74,80
274,3,7:06.0,S. Hill makes 2-pt jump shot from 8 ft,,76,80
275,3,6:52.0,,J. Harden misses 3-pt jump shot from 26 ft,76,80
276,3,6:51.0,Defensive rebound by F. Jackson,,76,80
277,3,6:48.0,,Houston full timeout,76,80
278,3,6:48.0,,A. Rivers enters the game for C. Paul,76,80
279,3,6:37.0,Turnover by J. Okafor (lost ball; steal by J. Harden),,76,80
280,3,6:32.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by A. Rivers),76,83
281,3,6:21.0,J. Holiday makes 3-pt jump shot from 25 ft,,79,83
282,3,6:08.0,,J. Harden misses 3-pt jump shot from 25 ft,79,83
283,3,6:08.0,,Offensive rebound by N. Hilário,79,83
284,3,6:01.0,,Shooting foul by J. Okafor (drawn by N. Hilário),79,83
285,3,6:01.0,,N. Hilário misses free throw 1 of 2,79,83
286,3,6:01.0,,Offensive rebound by Team,79,83
287,3,6:01.0,,N. Hilário misses free throw 2 of 2,79,83
288,3,6:01.0,Defensive rebound by F. Jackson,,79,83
289,3,5:38.0,S. Hill misses 2-pt jump shot from 15 ft,,79,83
290,3,5:38.0,,Defensive rebound by J. Harden,79,83
291,3,5:29.0,,E. Gordon misses 3-pt jump shot from 27 ft,79,83
292,3,5:28.0,Defensive rebound by J. Holiday,,79,83
293,3,5:07.0,Turnover by J. Holiday (bad pass),,79,83
294,3,5:07.0,K. Williams enters the game for S. Hill,,79,83
295,3,4:51.0,,J. Harden misses 2-pt layup from 3 ft (block by J. Okafor),79,83
296,3,4:48.0,Defensive rebound by K. Williams,,79,83
297,3,4:40.0,Personal foul by E. Gordon (drawn by J. Okafor),,79,83
298,3,4:40.0,,J. Ennis enters the game for E. Gordon,79,83
299,3,4:36.0,J. Okafor makes 2-pt jump shot from 11 ft (assist by J. Holiday),,81,83
300,3,4:21.0,,J. Harden misses 3-pt jump shot from 26 ft,81,83
301,3,4:20.0,Defensive rebound by J. Okafor,,81,83
302,3,4:13.0,Turnover by F. Jackson (lost ball; steal by N. Hilário),,81,83
303,3,3:57.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by J. Harden),81,86
304,3,3:44.0,Shooting foul by P. Tucker (drawn by J. Holiday),,81,86
305,3,3:44.0,J. Holiday makes free throw 1 of 2,,82,86
306,3,3:44.0,I. Clark enters the game for F. Jackson,,82,86
307,3,3:44.0,J. Holiday makes free throw 2 of 2,,83,86
308,3,3:32.0,,Shooting foul by K. Williams (drawn by N. Hilário),83,86
309,3,3:32.0,,N. Hilário makes free throw 1 of 2,83,87
310,3,3:32.0,,G. Green enters the game for P. Tucker,83,87
311,3,3:32.0,,N. Hilário makes free throw 2 of 2,83,88
312,3,3:19.0,K. Williams misses 3-pt jump shot from 26 ft,,83,88
313,3,3:18.0,,Defensive rebound by J. Harden,83,88
314,3,3:11.0,,Turnover by J. Harden (lost ball; steal by J. Holiday),83,88
315,3,3:05.0,J. Okafor makes 2-pt dunk from 1 ft (assist by K. Williams),,85,88
316,3,3:05.0,Shooting foul by J. Ennis (drawn by J. Okafor),,85,88
317,3,3:05.0,J. Okafor makes free throw 1 of 1,,86,88
318,3,2:49.0,,J. Harden misses 3-pt jump shot from 26 ft,86,88
319,3,2:48.0,Defensive rebound by J. Okafor,,86,88
320,3,2:39.0,New Orleans full timeout,,86,88
321,3,2:31.0,I. Clark makes 2-pt layup at rim (assist by J. Okafor),,88,88
322,3,2:18.0,,G. Green misses 2-pt jump shot from 12 ft,88,88
323,3,2:17.0,Defensive rebound by I. Clark,,88,88
324,3,2:06.0,K. Williams makes 2-pt layup from 1 ft (assist by J. Okafor),,90,88
325,3,1:44.0,,J. Harden misses 3-pt jump shot from 25 ft (block by J. Holiday),90,88
326,3,1:43.0,Defensive rebound by J. Okafor,,90,88
327,3,1:25.0,J. Holiday misses 3-pt jump shot from 25 ft,,90,88
328,3,1:23.0,,Defensive rebound by Team,90,88
329,3,1:23.0,C. Diallo enters the game for J. Holiday,,90,88
330,3,1:23.0,T. Frazier enters the game for J. Okafor,,90,88
331,3,1:23.0,,K. Faried enters the game for G. Green,90,88
332,3,1:23.0,,C. Paul enters the game for J. Harden,90,88
333,3,1:23.0,,P. Tucker enters the game for N. Hilário,90,88
334,3,1:01.0,,A. Rivers misses 3-pt jump shot from 27 ft,90,88
335,3,0:59.0,,Offensive rebound by K. Faried,90,88
336,3,0:53.0,,Personal foul by T. Frazier (drawn by C. Paul),90,88
337,3,0:53.0,,C. Paul makes free throw 1 of 2,90,89
338,3,0:53.0,,C. Paul misses free throw 2 of 2,90,89
339,3,0:53.0,Defensive rebound by T. Frazier,,90,89
340,3,0:32.0,T. Frazier makes 2-pt jump shot from 11 ft,,92,89
341,3,0:28.0,,K. Faried makes 2-pt dunk from 1 ft (assist by C. Paul),92,91
342,3,0:19.0,C. Diallo makes 2-pt dunk from 1 ft (assist by T. Frazier),,94,91
343,3,0:00.0,,C. Paul misses 3-pt jump shot from 27 ft,94,91
344,3,0:00.0,,Offensive rebound by Team,94,91
345,4,11:46.0,Turnover by K. Williams (bad pass; steal by A. Rivers),,94,91
346,4,11:30.0,,E. Gordon makes 2-pt layup from 1 ft,94,93
347,4,11:18.0,Personal foul by K. Faried (drawn by T. Frazier),,94,93
348,4,11:18.0,,J. Ennis enters the game for K. Faried,94,93
349,4,11:12.0,D. Miller makes 3-pt jump shot from 26 ft (assist by T. Frazier),,97,93
350,4,11:12.0,Shooting foul by E. Gordon (drawn by D. Miller),,97,93
351,4,11:12.0,D. Miller makes free throw 1 of 1,,98,93
352,4,10:56.0,,C. Paul misses 2-pt jump shot from 15 ft,98,93
353,4,10:56.0,Defensive rebound by K. Williams,,98,93
354,4,10:56.0,J. Holiday enters the game for T. Frazier,,98,93
355,4,10:56.0,,J. Harden enters the game for E. Gordon,98,93
356,4,10:38.0,C. Diallo makes 2-pt layup at rim (assist by D. Miller),,100,93
357,4,10:31.0,,Shooting foul by C. Diallo (drawn by J. Harden),100,93
358,4,10:31.0,,J. Harden makes free throw 1 of 2,100,94
359,4,10:31.0,T. Frazier enters the game for D. Miller,,100,94
360,4,10:31.0,,J. Harden makes free throw 2 of 2,100,95
361,4,10:17.0,Turnover by J. Holiday (bad pass; steal by C. Paul),,100,95
362,4,10:12.0,,J. Ennis misses 2-pt layup from 2 ft,100,95
363,4,10:11.0,,Offensive rebound by A. Rivers,100,95
364,4,9:57.0,,A. Rivers makes 3-pt jump shot from 26 ft,100,98
365,4,9:54.0,Turnover by C. Diallo (bad pass),,100,98
366,4,9:54.0,J. Okafor enters the game for C. Diallo,,100,98
367,4,9:54.0,,K. Faried enters the game for C. Paul,100,98
368,4,9:47.0,,J. Harden misses 2-pt layup from 3 ft (block by J. Holiday),100,98
369,4,9:46.0,,Offensive rebound by K. Faried,100,98
370,4,9:36.0,,A. Rivers misses 3-pt jump shot from 27 ft,100,98
371,4,9:35.0,Defensive rebound by K. Williams,,100,98
372,4,9:22.0,I. Clark makes 3-pt jump shot from 23 ft (assist by T. Frazier),,103,98
373,4,9:01.0,,Turnover by A. Rivers (lost ball; steal by T. Frazier),103,98
374,4,8:55.0,Turnover by J. Holiday (bad pass; steal by J. Harden),,103,98
375,4,8:50.0,,J. Harden misses 3-pt jump shot from 26 ft,103,98
376,4,8:49.0,Defensive rebound by K. Williams,,103,98
377,4,8:38.0,I. Clark misses 3-pt jump shot from 27 ft (block by K. Faried),,103,98
378,4,8:35.0,,Defensive rebound by A. Rivers,103,98
379,4,8:26.0,,J. Harden misses 2-pt jump shot from 10 ft,103,98
380,4,8:26.0,,Offensive rebound by Team,103,98
381,4,8:16.0,,Offensive foul by P. Tucker (drawn by T. Frazier),103,98
382,4,8:16.0,,Turnover by P. Tucker (offensive foul),103,98
383,4,7:50.0,J. Holiday misses 3-pt jump shot from 22 ft,,103,98
384,4,7:49.0,,Defensive rebound by P. Tucker,103,98
385,4,7:29.0,,J. Harden misses 2-pt jump shot from 6 ft,103,98
