,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHILADELPHIA_ACTION,HOUSTON_SCORE,PHILADELPHIA_SCORE
25,1,8:50.0,T. Jones misses 2-pt layup from 2 ft,,7,5
26,1,8:49.0,,Defensive rebound by B. Davies,7,5
27,1,8:35.0,,T. Wroten misses 2-pt layup from 2 ft (block by D. Howard),7,5
28,1,8:33.0,Defensive rebound by T. Jones,,7,5
29,1,8:26.0,I. Canaan misses 3-pt jump shot from 23 ft,,7,5
30,1,8:24.0,,Defensive rebound by H. Thompson,7,5
31,1,8:15.0,,N. Noel makes 2-pt jump shot from 15 ft (assist by H. Thompson),7,7
32,1,8:05.0,Def 3 sec tech foul by H. Thompson,,7,7
33,1,8:05.0,J. Harden makes technical free throw,,8,7
34,1,8:01.0,T. Ariza makes 2-pt dunk at rim (assist by D. Howard),,10,7
35,1,7:50.0,,Turnover by T. Wroten (bad pass),10,7
36,1,7:34.0,T. Jones misses 2-pt jump shot from 15 ft (block by B. Davies),,10,7
37,1,7:34.0,Offensive rebound by Team,,10,7
38,1,7:31.0,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Ariza),,13,7
39,1,7:11.0,,N. Noel misses 2-pt jump shot from 14 ft,13,7
40,1,7:08.0,Defensive rebound by J. Harden,,13,7
41,1,6:59.0,Turnover by J. Harden (bad pass; steal by N. Noel),,13,7
42,1,6:54.0,,T. Wroten makes 2-pt layup at rim,13,9
43,1,6:44.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by I. Canaan),,16,9
44,1,6:42.0,,Philadelphia full timeout,16,9
45,1,6:42.0,,K. McDaniels enters the game for L. Mbah a Moute,16,9
46,1,6:25.0,,T. Wroten misses 2-pt layup from 2 ft,16,9
47,1,6:23.0,Defensive rebound by J. Harden,,16,9
48,1,6:12.0,Turnover by J. Harden (bad pass; steal by T. Wroten),,16,9
49,1,6:07.0,,B. Davies makes 2-pt layup from 1 ft (assist by T. Wroten),16,11
50,1,5:44.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by I. Canaan),,19,11
51,1,5:35.0,,B. Davies makes 3-pt jump shot from 24 ft (assist by K. McDaniels),19,14
52,1,5:14.0,J. Harden misses 2-pt jump shot from 16 ft,,19,14
53,1,5:13.0,,Defensive rebound by K. McDaniels,19,14
54,1,5:08.0,,Shooting block foul by I. Canaan (drawn by T. Wroten),19,14
55,1,5:08.0,,T. Wroten makes free throw 1 of 2,19,15
56,1,5:08.0,,H. Sims enters the game for B. Davies,19,15
57,1,5:08.0,,M. Thomas enters the game for H. Thompson,19,15
58,1,5:08.0,,C. Johnson enters the game for N. Noel,19,15
59,1,5:08.0,D. Motiejūnas enters the game for D. Howard,,19,15
60,1,5:08.0,,T. Wroten misses free throw 2 of 2,19,15
61,1,5:07.0,Defensive rebound by J. Harden,,19,15
62,1,4:49.0,Turnover by T. Ariza (lost ball),,19,15
63,1,4:35.0,,C. Johnson misses 3-pt jump shot from 25 ft,19,15
64,1,4:34.0,Defensive rebound by D. Motiejūnas,,19,15
65,1,4:27.0,,A. Shved enters the game for T. Wroten,19,15
66,1,4:27.0,J. Terry enters the game for I. Canaan,,19,15
67,1,4:11.0,T. Jones misses 2-pt jump shot from 3 ft,,19,15
68,1,4:10.0,,Defensive rebound by H. Sims,19,15
69,1,3:53.0,,M. Thomas makes 2-pt hook shot from 4 ft,19,17
70,1,3:39.0,,Violation by K. McDaniels (def goaltending),19,17
71,1,3:39.0,J. Harden makes 2-pt layup from 1 ft,,21,17
72,1,3:32.0,,Turnover by A. Shved (lost ball; steal by J. Terry),21,17
73,1,3:20.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),,24,17
74,1,3:02.0,,K. McDaniels misses 2-pt jump shot from 21 ft (block by T. Jones),24,17
75,1,3:00.0,Defensive rebound by D. Motiejūnas,,24,17
76,1,2:53.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,27,17
77,1,2:29.0,,K. McDaniels misses 2-pt jump shot from 6 ft,27,17
78,1,2:25.0,Defensive rebound by T. Ariza,,27,17
79,1,2:21.0,J. Terry misses 2-pt jump shot from 9 ft,,27,17
80,1,2:18.0,Offensive rebound by T. Ariza,,27,17
81,1,2:16.0,J. Harden misses 3-pt jump shot from 23 ft,,27,17
82,1,2:14.0,Offensive rebound by T. Jones,,27,17
83,1,2:12.0,T. Jones misses 2-pt layup from 2 ft,,27,17
84,1,2:11.0,,Defensive rebound by H. Sims,27,17
85,1,2:09.0,Houston full timeout,,27,17
86,1,2:09.0,,Personal foul by J. Terry (drawn by A. Shved),27,17
87,1,2:09.0,I. Canaan enters the game for T. Ariza,,27,17
88,1,2:09.0,K. Papanikolaou enters the game for T. Jones,,27,17
89,1,2:09.0,D. Howard enters the game for J. Harden,,27,17
90,1,1:54.0,,A. Shved misses 2-pt jump shot from 16 ft,27,17
91,1,1:53.0,Defensive rebound by D. Motiejūnas,,27,17
92,1,1:45.0,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),,29,17
93,1,1:21.0,,K. McDaniels makes 2-pt jump shot from 7 ft,29,19
94,1,1:01.0,J. Terry makes 3-pt jump shot from 26 ft (assist by I. Canaan),,32,19
95,1,0:49.0,,H. Sims misses 2-pt jump shot from 14 ft,32,19
96,1,0:48.0,Defensive rebound by D. Motiejūnas,,32,19
97,1,0:33.0,D. Motiejūnas misses 2-pt jump shot from 7 ft,,32,19
98,1,0:32.0,,Defensive rebound by H. Sims,32,19
99,1,0:14.0,,H. Sims misses 2-pt jump shot from 13 ft,32,19
100,1,0:12.0,Defensive rebound by I. Canaan,,32,19
101,1,0:01.0,I. Canaan misses 3-pt jump shot from 28 ft,,32,19
102,1,0:00.0,Offensive rebound by Team,,32,19
103,2,11:43.0,,Shooting foul by I. Canaan (drawn by A. Shved),32,19
104,2,11:43.0,,A. Shved makes free throw 1 of 2,32,20
105,2,11:43.0,,N. Noel enters the game for H. Sims,32,20
106,2,11:43.0,,A. Shved makes free throw 2 of 2,32,21
107,2,11:35.0,Turnover by K. Papanikolaou (bad pass; steal by N. Noel),,32,21
108,2,11:20.0,,Personal foul by I. Canaan (drawn by N. Noel),32,21
109,2,11:20.0,T. Ariza enters the game for I. Canaan,,32,21
110,2,11:11.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by N. Noel),32,24
111,2,10:50.0,D. Howard makes 2-pt hook shot from 2 ft (assist by T. Ariza),,34,24
112,2,10:43.0,,Turnover by A. Shved (bad pass; steal by D. Howard),34,24
113,2,10:38.0,J. Terry misses 3-pt jump shot from 24 ft,,34,24
114,2,10:35.0,,Defensive rebound by M. Thomas,34,24
115,2,10:31.0,,A. Shved makes 3-pt jump shot from 24 ft (assist by M. Thomas),34,27
116,2,10:11.0,Turnover by D. Motiejūnas (bad pass; steal by N. Noel),,34,27
117,2,10:03.0,,K. McDaniels misses 2-pt layup at rim,34,27
118,2,10:03.0,,Offensive rebound by Team,34,27
119,2,10:03.0,,H. Sims enters the game for M. Thomas,34,27
120,2,10:03.0,,H. Thompson enters the game for K. McDaniels,34,27
121,2,10:03.0,J. Harden enters the game for J. Terry,,34,27
122,2,10:00.0,,A. Shved misses 3-pt jump shot from 24 ft,34,27
123,2,9:58.0,Defensive rebound by K. Papanikolaou,,34,27
124,2,9:53.0,T. Ariza misses 3-pt jump shot from 26 ft,,34,27
125,2,9:52.0,,Defensive rebound by Team,34,27
126,2,9:40.0,,Personal foul by J. Harden (drawn by A. Shved),34,27
127,2,9:27.0,,Turnover by A. Shved (back court),34,27
128,2,9:19.0,Turnover by D. Motiejūnas (lost ball),,34,27
129,2,9:19.0,,T. Wroten enters the game for C. Johnson,34,27
130,2,9:19.0,,L. Mbah a Moute enters the game for A. Shved,34,27
131,2,9:01.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by N. Noel),34,30
132,2,8:47.0,Shooting foul by T. Wroten (drawn by D. Howard),,34,30
133,2,8:47.0,Official timeout,,34,30
134,2,8:47.0,T. Jones enters the game for D. Motiejūnas,,34,30
135,2,8:47.0,D. Howard makes free throw 1 of 2,,35,30
136,2,8:47.0,D. Howard misses free throw 2 of 2,,35,30
137,2,8:46.0,,Defensive rebound by T. Wroten,35,30
138,2,8:25.0,,N. Noel makes 2-pt dunk at rim (assist by L. Mbah a Moute),35,32
139,2,7:58.0,Turnover by Team (shot clock),,35,32
140,2,7:46.0,,H. Thompson makes 2-pt jump shot from 18 ft (assist by N. Noel),35,34
141,2,7:32.0,Turnover by T. Jones (lost ball),,35,34
142,2,7:20.0,,Personal foul by D. Howard (drawn by T. Wroten),35,34
143,2,7:10.0,,L. Mbah a Moute makes 2-pt jump shot from 13 ft,35,36
144,2,6:42.0,T. Jones makes 2-pt jump shot from 7 ft (assist by K. Papanikolaou),,37,36
145,2,6:28.0,,H. Sims makes 2-pt layup from 3 ft (assist by T. Wroten),37,38
146,2,6:15.0,D. Howard makes 2-pt layup from 1 ft (assist by T. Ariza),,39,38
147,2,6:15.0,Shooting foul by T. Wroten (drawn by D. Howard),,39,38
148,2,6:15.0,,B. Davies enters the game for H. Sims,39,38
149,2,6:15.0,J. Terry enters the game for K. Papanikolaou,,39,38
150,2,6:15.0,D. Howard misses free throw 1 of 1,,39,38
151,2,6:14.0,,Defensive rebound by T. Wroten,39,38
152,2,6:08.0,,T. Wroten misses 2-pt layup from 2 ft,39,38
153,2,6:06.0,Defensive rebound by J. Harden,,39,38
154,2,6:02.0,Shooting foul by N. Noel (drawn by T. Ariza),,39,38
155,2,6:02.0,T. Ariza makes free throw 1 of 2,,40,38
156,2,6:02.0,T. Ariza makes free throw 2 of 2,,41,38
157,2,6:02.0,,Philadelphia full timeout,41,38
158,2,5:47.0,,Shooting foul by T. Ariza (drawn by H. Thompson),41,38
159,2,5:47.0,,H. Thompson makes free throw 1 of 3,41,39
160,2,5:47.0,,H. Thompson makes free throw 2 of 3,41,40
161,2,5:47.0,,H. Thompson misses free throw 3 of 3,41,40
162,2,5:47.0,Defensive rebound by J. Harden,,41,40
163,2,5:30.0,J. Harden makes 2-pt layup at rim (assist by T. Jones),,43,40
164,2,5:09.0,,N. Noel misses 2-pt hook shot from 5 ft,43,40
165,2,5:07.0,Defensive rebound by D. Howard,,43,40
166,2,4:55.0,Turnover by J. Harden (bad pass; steal by T. Wroten),,43,40
167,2,4:50.0,,T. Wroten misses 2-pt layup from 2 ft,43,40
168,2,4:48.0,,Offensive rebound by B. Davies,43,40
169,2,4:48.0,,B. Davies makes 2-pt tip-in at rim,43,42
170,2,4:26.0,T. Jones makes 2-pt layup at rim (assist by D. Howard),,45,42
171,2,4:11.0,,B. Davies makes 2-pt jump shot from 17 ft (assist by N. Noel),45,44
172,2,3:54.0,T. Jones misses 3-pt jump shot from 25 ft,,45,44
173,2,3:52.0,,Defensive rebound by T. Wroten,45,44
174,2,3:44.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,45,44
175,2,3:43.0,Defensive rebound by T. Jones,,45,44
176,2,3:21.0,J. Terry misses 3-pt jump shot from 26 ft,,45,44
177,2,3:20.0,Offensive rebound by D. Howard,,45,44
178,2,3:17.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Howard),,48,44
179,2,2:54.0,,L. Mbah a Moute makes 2-pt hook shot from 4 ft,48,46
180,2,2:44.0,Houston full timeout,,48,46
181,2,2:44.0,K. Papanikolaou enters the game for T. Ariza,,48,46
182,2,2:44.0,D. Motiejūnas enters the game for T. Jones,,48,46
183,2,2:44.0,T. Daniels enters the game for D. Howard,,48,46
184,2,2:44.0,,M. Thomas enters the game for L. Mbah a Moute,48,46
185,2,2:44.0,,K. McDaniels enters the game for N. Noel,48,46
186,2,2:44.0,,A. Shved enters the game for T. Wroten,48,46
187,2,2:36.0,K. Papanikolaou misses 3-pt jump shot from 26 ft,,48,46
188,2,2:33.0,,Defensive rebound by H. Thompson,48,46
189,2,2:20.0,,Turnover by M. Thomas (lost ball; steal by J. Harden),48,46
190,2,2:13.0,J. Harden misses 3-pt jump shot from 25 ft,,48,46
191,2,2:11.0,Offensive rebound by Team,,48,46
192,2,1:58.0,J. Terry makes 2-pt jump shot from 16 ft (assist by D. Motiejūnas),,50,46
193,2,1:45.0,,Shooting foul by T. Daniels (drawn by A. Shved),50,46
194,2,1:45.0,,A. Shved makes free throw 1 of 2,50,47
195,2,1:45.0,,A. Shved makes free throw 2 of 2,50,48
196,2,1:21.0,K. Papanikolaou misses 3-pt jump shot from 26 ft,,50,48
197,2,1:21.0,Offensive rebound by Team,,50,48
198,2,1:21.0,,Loose ball foul by K. McDaniels (drawn by D. Motiejūnas),50,48
199,2,1:21.0,,C. Johnson enters the game for H. Thompson,50,48
200,2,1:06.0,Shooting foul by M. Thomas (drawn by J. Harden),,50,48
201,2,1:06.0,J. Harden makes free throw 1 of 3,,51,48
202,2,1:06.0,J. Harden makes free throw 2 of 3,,52,48
203,2,1:06.0,J. Harden makes free throw 3 of 3,,53,48
204,2,0:56.0,,K. McDaniels makes 3-pt jump shot from 24 ft (assist by B. Davies),53,51
205,2,0:34.0,J. Harden misses 2-pt jump shot from 17 ft,,53,51
206,2,0:33.0,,Defensive rebound by C. Johnson,53,51
207,2,0:14.0,,K. McDaniels makes 3-pt jump shot from 27 ft (assist by B. Davies),53,54
208,2,0:01.0,J. Harden makes 2-pt layup from 1 ft,,55,54
209,3,11:39.0,,B. Davies misses 2-pt layup from 1 ft (block by D. Howard),55,54
210,3,11:39.0,,Offensive rebound by Team,55,54
211,3,11:35.0,,Turnover by Team (shot clock),55,54
212,3,11:25.0,Offensive foul by T. Jones (drawn by B. Davies),,55,54
213,3,11:25.0,Turnover by T. Jones (offensive foul),,55,54
214,3,11:13.0,,B. Davies misses 3-pt jump shot from 23 ft,55,54
215,3,11:11.0,Defensive rebound by T. Ariza,,55,54
216,3,11:03.0,Offensive foul by D. Howard (drawn by N. Noel),,55,54
217,3,11:03.0,Turnover by D. Howard (offensive foul),,55,54
218,3,10:55.0,,Offensive foul by N. Noel (drawn by I. Canaan),55,54
219,3,10:55.0,,Turnover by N. Noel (offensive foul),55,54
220,3,10:50.0,Turnover by I. Canaan (bad pass),,55,54
221,3,10:36.0,,T. Wroten misses 2-pt layup at rim,55,54
222,3,10:35.0,,Offensive rebound by T. Wroten,55,54
223,3,10:35.0,,T. Wroten makes 2-pt layup at rim,55,56
224,3,10:10.0,D. Howard makes 2-pt hook shot from 7 ft (assist by J. Harden),,57,56
225,3,9:53.0,,Personal foul by J. Harden (drawn by L. Mbah a Moute),57,56
226,3,9:43.0,,Turnover by T. Wroten (lost ball; steal by T. Jones),57,56
227,3,9:33.0,Shooting foul by B. Davies (drawn by J. Harden),,57,56
228,3,9:33.0,J. Harden makes free throw 1 of 2,,58,56
229,3,9:33.0,J. Harden makes free throw 2 of 2,,59,56
230,3,9:14.0,,Turnover by H. Thompson (bad pass; steal by T. Ariza),59,56
231,3,9:10.0,I. Canaan makes 2-pt layup from 1 ft (assist by T. Ariza),,61,56
232,3,8:53.0,,Turnover by N. Noel (bad pass; steal by D. Howard),61,56
233,3,8:50.0,Shooting foul by L. Mbah a Moute (drawn by J. Harden),,61,56
234,3,8:50.0,J. Harden makes free throw 1 of 2,,62,56
235,3,8:50.0,J. Harden makes free throw 2 of 2,,63,56
236,3,8:32.0,,Turnover by N. Noel (bad pass; steal by T. Ariza),63,56
237,3,8:27.0,I. Canaan makes 2-pt layup from 1 ft (assist by T. Ariza),,65,56
238,3,8:27.0,,Philadelphia full timeout,65,56
239,3,8:07.0,,H. Thompson misses 3-pt jump shot from 25 ft,65,56
240,3,8:05.0,,Offensive rebound by L. Mbah a Moute,65,56
241,3,7:52.0,,Turnover by H. Thompson (bad pass; steal by I. Canaan),65,56
242,3,7:47.0,T. Ariza makes 2-pt layup from 2 ft (assist by I. Canaan),,67,56
243,3,7:32.0,,B. Davies makes 2-pt layup from 1 ft (assist by T. Wroten),67,58
244,3,7:32.0,,Shooting foul by T. Jones (drawn by B. Davies),67,58
245,3,7:32.0,,H. Sims enters the game for N. Noel,67,58
246,3,7:32.0,,B. Davies misses free throw 1 of 1,67,58
247,3,7:30.0,Defensive rebound by D. Howard,,67,58
248,3,7:19.0,J. Harden makes 3-pt jump shot from 26 ft (assist by I. Canaan),,70,58
249,3,7:02.0,,Turnover by H. Sims (bad pass; steal by D. Howard),70,58
250,3,6:59.0,Shooting foul by L. Mbah a Moute (drawn by J. Harden),,70,58
251,3,6:59.0,J. Harden makes free throw 1 of 2,,71,58
252,3,6:59.0,J. Harden makes free throw 2 of 2,,72,58
253,3,6:48.0,,T. Wroten misses 2-pt layup from 1 ft,72,58
254,3,6:47.0,Defensive rebound by D. Howard,,72,58
255,3,6:41.0,T. Ariza misses 3-pt jump shot from 25 ft,,72,58
256,3,6:39.0,,Defensive rebound by L. Mbah a Moute,72,58
257,3,6:21.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by H. Sims),72,61
258,3,6:05.0,Turnover by D. Howard (bad pass; steal by T. Wroten),,72,61
259,3,5:50.0,,T. Wroten makes 2-pt layup from 1 ft,72,63
260,3,5:27.0,I. Canaan misses 2-pt jump shot from 17 ft,,72,63
261,3,5:25.0,,Defensive rebound by H. Sims,72,63
262,3,5:11.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by D. Howard),72,63
263,3,5:10.0,,Offensive rebound by Team,72,63
264,3,5:10.0,,A. Shved enters the game for B. Davies,72,63
265,3,5:10.0,J. Terry enters the game for I. Canaan,,72,63
266,3,5:10.0,D. Motiejūnas enters the game for T. Jones,,72,63
267,3,5:06.0,,H. Thompson misses 2-pt jump shot from 5 ft (block by D. Howard),72,63
268,3,5:04.0,,Offensive rebound by Team,72,63
269,3,5:00.0,,A. Shved misses 2-pt jump shot from 21 ft,72,63
270,3,4:57.0,Defensive rebound by D. Motiejūnas,,72,63
271,3,4:46.0,J. Harden misses 2-pt jump shot from 17 ft,,72,63
272,3,4:43.0,,Defensive rebound by Team,72,63
273,3,4:43.0,,K. McDaniels enters the game for L. Mbah a Moute,72,63
274,3,4:21.0,,T. Wroten makes 3-pt jump shot from 26 ft (assist by A. Shved),72,66
275,3,4:03.0,Turnover by T. Ariza (bad pass; steal by T. Wroten),,72,66
276,3,4:00.0,,T. Wroten makes 2-pt layup from 2 ft,72,68
277,3,3:59.0,Houston full timeout,,72,68
278,3,3:59.0,K. Papanikolaou enters the game for D. Howard,,72,68
279,3,3:59.0,,J. Sampson enters the game for H. Thompson,72,68
280,3,3:45.0,J. Terry misses 3-pt jump shot from 23 ft,,72,68
281,3,3:43.0,,Defensive rebound by J. Sampson,72,68
282,3,3:30.0,,T. Wroten misses 3-pt jump shot from 24 ft,72,68
283,3,3:28.0,Defensive rebound by T. Ariza,,72,68
284,3,3:26.0,Shooting foul by T. Wroten (drawn by J. Harden),,72,68
285,3,3:26.0,J. Harden makes free throw 1 of 2,,73,68
286,3,3:26.0,,N. Noel enters the game for H. Sims,73,68
287,3,3:26.0,J. Harden makes free throw 2 of 2,,74,68
288,3,3:12.0,,J. Sampson misses 3-pt jump shot from 23 ft,74,68
289,3,3:10.0,Defensive rebound by D. Motiejūnas,,74,68
290,3,2:48.0,K. Papanikolaou misses 3-pt jump shot from 25 ft,,74,68
291,3,2:46.0,Offensive rebound by J. Harden,,74,68
292,3,2:40.0,J. Harden misses 3-pt jump shot from 24 ft,,74,68
293,3,2:38.0,,Defensive rebound by T. Wroten,74,68
294,3,2:33.0,,T. Wroten misses 2-pt layup at rim,74,68
295,3,2:31.0,Defensive rebound by D. Motiejūnas,,74,68
296,3,2:20.0,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Harden),,77,68
297,3,1:55.0,,A. Shved misses 2-pt jump shot from 15 ft,77,68
298,3,1:53.0,Defensive rebound by T. Ariza,,77,68
299,3,1:46.0,Turnover by J. Harden (lost ball; steal by N. Noel),,77,68
300,3,1:44.0,,Shooting foul by D. Motiejūnas (drawn by K. McDaniels),77,68
301,3,1:44.0,,K. McDaniels makes free throw 1 of 2,77,69
302,3,1:44.0,,C. Johnson enters the game for T. Wroten,77,69
303,3,1:44.0,I. Canaan enters the game for T. Ariza,,77,69
304,3,1:44.0,D. Howard enters the game for D. Motiejūnas,,77,69
305,3,1:44.0,,K. McDaniels misses free throw 2 of 2,77,69
306,3,1:43.0,Defensive rebound by J. Harden,,77,69
307,3,1:19.0,J. Harden misses 3-pt jump shot from 24 ft,,77,69
308,3,1:17.0,Offensive rebound by K. Papanikolaou,,77,69
309,3,1:07.0,Turnover by D. Howard (bad pass; steal by A. Shved),,77,69
310,3,1:03.0,,A. Shved makes 2-pt layup from 1 ft,77,71
311,3,1:03.0,,Shooting foul by I. Canaan (drawn by A. Shved),77,71
312,3,1:03.0,,A. Shved makes free throw 1 of 1,77,72
313,3,0:44.0,D. Howard misses 2-pt jump shot from 3 ft,,77,72
314,3,0:43.0,Offensive rebound by Team,,77,72
315,3,0:34.0,Personal foul by J. Sampson (drawn by J. Harden),,77,72
316,3,0:34.0,J. Harden makes free throw 1 of 2,,78,72
317,3,0:34.0,J. Harden makes free throw 2 of 2,,79,72
318,3,0:12.0,,N. Noel makes 2-pt hook shot from 7 ft,79,74
319,3,0:01.0,J. Harden misses 2-pt layup at rim (block by N. Noel),,79,74
320,3,0:00.0,,Defensive rebound by K. McDaniels,79,74
321,4,11:39.0,T. Jones misses 2-pt jump shot from 5 ft (block by J. Sampson),,79,74
322,4,11:30.0,,Offensive rebound by K. McDaniels,79,74
323,4,11:30.0,,K. McDaniels misses 3-pt jump shot from 25 ft,79,74
324,4,11:28.0,Defensive rebound by D. Howard,,79,74
325,4,11:06.0,J. Terry misses 2-pt jump shot from 4 ft,,79,74
326,4,11:06.0,Offensive rebound by D. Howard,,79,74
327,4,11:06.0,,Loose ball foul by K. McDaniels (drawn by D. Howard),79,74
328,4,11:05.0,Turnover by D. Howard (lost ball; steal by N. Noel),,79,74
329,4,11:00.0,,N. Noel makes 2-pt dunk at rim,79,76
330,4,10:38.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. Jones),,82,76
331,4,10:23.0,,Shooting foul by I. Canaan (drawn by A. Shved),82,76
332,4,10:23.0,,A. Shved makes free throw 1 of 2,82,77
333,4,10:23.0,,L. Mbah a Moute enters the game for J. Sampson,82,77
334,4,10:23.0,,A. Shved makes free throw 2 of 2,82,78
335,4,10:00.0,I. Canaan misses 3-pt jump shot from 26 ft,,82,78
336,4,9:58.0,Offensive rebound by D. Howard,,82,78
337,4,9:58.0,D. Howard makes 2-pt layup at rim,,84,78
338,4,9:58.0,Shooting foul by A. Shved (drawn by D. Howard),,84,78
339,4,9:58.0,D. Howard misses free throw 1 of 1,,84,78
340,4,9:55.0,,Defensive rebound by L. Mbah a Moute,84,78
341,4,9:46.0,,L. Mbah a Moute misses 2-pt layup at rim,84,78
342,4,9:45.0,Defensive rebound by D. Howard,,84,78
343,4,9:40.0,I. Canaan misses 2-pt layup at rim (block by K. McDaniels),,84,78
344,4,9:38.0,,Defensive rebound by C. Johnson,84,78
345,4,9:33.0,,A. Shved misses 2-pt jump shot from 23 ft,84,78
346,4,9:31.0,,Offensive rebound by L. Mbah a Moute,84,78
347,4,9:17.0,,N. Noel misses 2-pt layup from 1 ft,84,78
348,4,9:16.0,Defensive rebound by Team,,84,78
349,4,9:16.0,,Loose ball foul by N. Noel (drawn by D. Howard),84,78
350,4,9:02.0,Turnover by I. Canaan (bad pass),,84,78
351,4,9:02.0,,B. Davies enters the game for N. Noel,84,78
352,4,8:45.0,,C. Johnson misses 3-pt jump shot from 27 ft,84,78
353,4,8:43.0,Defensive rebound by K. Papanikolaou,,84,78
354,4,8:36.0,T. Jones misses 2-pt layup from 1 ft,,84,78
355,4,8:35.0,Offensive rebound by D. Howard,,84,78
356,4,8:35.0,D. Howard misses 2-pt tip-in from 2 ft,,84,78
357,4,8:31.0,,Defensive rebound by C. Johnson,84,78
358,4,8:29.0,,Shooting foul by K. Papanikolaou (drawn by K. McDaniels),84,78
359,4,8:29.0,Official timeout,,84,78
360,4,8:29.0,T. Ariza enters the game for I. Canaan,,84,78
361,4,8:29.0,J. Harden enters the game for K. Papanikolaou,,84,78
362,4,8:29.0,,K. McDaniels misses free throw 1 of 2,84,78
363,4,8:29.0,,Offensive rebound by Team,84,78
364,4,8:29.0,,K. McDaniels misses free throw 2 of 2,84,78
365,4,8:27.0,Defensive rebound by J. Terry,,84,78
366,4,8:04.0,T. Ariza misses 2-pt jump shot from 15 ft,,84,78
367,4,8:03.0,,Defensive rebound by A. Shved,84,78
368,4,7:54.0,,Shooting foul by D. Howard (drawn by B. Davies),84,78
369,4,7:54.0,,B. Davies makes free throw 1 of 2,84,79
370,4,7:54.0,,H. Thompson enters the game for K. McDaniels,84,79
371,4,7:54.0,,B. Davies makes free throw 2 of 2,84,80
372,4,7:41.0,Shooting foul by A. Shved (drawn by J. Harden),,84,80
373,4,7:41.0,J. Harden makes free throw 1 of 2,,85,80
374,4,7:41.0,,J. Sampson enters the game for L. Mbah a Moute,85,80
375,4,7:41.0,J. Harden misses free throw 2 of 2,,85,80
376,4,7:40.0,,Defensive rebound by B. Davies,85,80
377,4,7:17.0,,A. Shved misses 2-pt jump shot from 17 ft,85,80
378,4,7:16.0,Defensive rebound by J. Harden,,85,80
379,4,7:10.0,J. Harden makes 3-pt jump shot from 25 ft,,88,80
380,4,7:09.0,,Philadelphia full timeout,88,80
381,4,7:09.0,I. Canaan enters the game for D. Howard,,88,80
382,4,7:09.0,D. Motiejūnas enters the game for J. Terry,,88,80
383,4,6:55.0,,H. Thompson misses 3-pt jump shot from 24 ft,88,80
384,4,6:53.0,Defensive rebound by D. Motiejūnas,,88,80
